DATE, INBOUND_FOR , OUTBOUND_FOR , NET_FOR , INBOUND_KZT , OUTBOUND_KZT , NET_KZT , NET_TOTAL ,USD,EUR,DELTA_NET_USD,DELTA_NET_EUR,DELTA_IN_FOR,DELTA_OUT_FOR,DELTA_NET_FOR,DELTA_IN_KZT,DELTA_OUT_KZT,DELTA_NET_KZT,CALENDAR,RATE_FOR,RATE_KZT
3/10/2017,15173445,24557722,-9384277,81751541,66165811,15585729,6201452,316.81,334.46,0.01,0.01,-0.36,0.90,-1.86,0.10,-0.13,-12.49,NORMAL,0.02,0.12
3/11/2017,13712681,6688103,7024578,56602177,37262276,19339901,26364479,317.97,337.4,0.00,0.01,-0.10,-0.73,-1.75,-0.31,-0.44,0.24,WEEKEND,0.02,0.12
3/12/2017,8592633,3354697,5237936,30401371,38316288,-7914917,-2676980,317.97,337.4,0.00,0.00,-0.37,-0.50,-0.25,-0.46,0.03,-1.41,WEEKEND,0.02,0.12
3/13/2017,22435307,20762859,1672448,71419787,81203909,-9784122,-8111674,317.97,337.4,0.00,0.00,1.61,5.19,-0.68,1.35,1.12,0.24,NORMAL,0.02,0.12
3/14/2017,20697331,26395737,-5698407,70087795,75792685,-5704889,-11403296,318.07,339.22,0.00,0.01,-0.08,0.27,-4.41,-0.02,-0.07,-0.42,NORMAL,0.02,0.12
3/15/2017,17215019,24712355,-7497336,73693940,65939380,7754560,257224,317.96,338.18,0.00,0.00,-0.17,-0.06,0.32,0.05,-0.13,-2.36,NORMAL,0.02,0.12
3/16/2017,18729501,33434755,-14705254,85741722,69248971,16492751,1787497,319.02,339.05,0.00,0.00,0.09,0.35,0.96,0.16,0.05,1.13,NORMAL,0.02,0.12
3/17/2017,14178219,23101597,-8923378,73930402,74628321,-697919,-9621297,317.63,340.25,0.00,0.00,-0.24,-0.31,-0.39,-0.14,0.08,-1.04,NORMAL,0.02,0.12
3/18/2017,13020359,16329746,-3309387,68308807,55523611,12785196,9475809,315.05,339.34,-0.01,0.00,-0.08,-0.29,-0.63,-0.08,-0.26,-19.32,WEEKEND,0.02,0.12
3/19/2017,5005731,4424301,581431,38956252,29111759,9844493,10425923,315.55,338.93,0.00,0.00,-0.62,-0.73,-1.18,-0.43,-0.48,-0.23,WEEKEND,0.02,0.12
3/20/2017,8109592,7980498,129093,47355373,34885693,12469680,12598773,315.55,338.93,0.00,0.00,0.62,0.80,-0.78,0.22,0.20,0.27,NORMAL,0.02,0.12
3/21/2017,4553598,6007779,-1454181,31252293,28206903,3045389,1591208,315.55,338.93,0.00,0.00,-0.44,-0.25,-12.26,-0.34,-0.19,-0.76,HOLIDAY,0.02,0.12
3/22/2017,4164768,3216432,948336,18233793,23210900,-4977106,-4028771,315.55,338.93,0.00,0.00,-0.09,-0.46,-1.65,-0.42,-0.18,-2.63,HOLIDAY,0.02,0.12
3/23/2017,3415021,5877030,-2462010,27438511,32082187,-4643675,-7105685,315.55,338.93,0.00,0.00,-0.18,0.83,-3.60,0.50,0.38,-0.07,HOLIDAY,0.02,0.12
3/24/2017,12465138,19560036,-7094898,71134216,69945864,1188353,-5906545,315.55,338.93,0.00,0.00,2.65,2.33,1.88,1.59,1.18,-1.26,NORMAL,0.02,0.12
3/25/2017,7737149,9050500,-1313351,47876193,40771490,7104703,5791352,316.56,342.14,0.00,0.01,-0.38,-0.54,-0.81,-0.33,-0.42,4.98,WEEKEND,0.02,0.12
3/26/2017,3350708,6304870,-2954162,25050590,27698579,-2647990,-5602152,316.56,342.14,0.00,0.00,-0.57,-0.30,1.25,-0.48,-0.32,-1.37,WEEKEND,0.02,0.12
3/27/2017,14044863,20962036,-6917173,65740376,68602215,-2861838,-9779011,316.56,342.14,0.00,0.00,3.19,2.32,1.34,1.62,1.48,0.08,NORMAL,0.02,0.12
3/28/2017,16431448,20117515,-3686066,66075503,66889744,-814241,-4500308,315.43,342.75,0.00,0.00,0.17,-0.04,-0.47,0.01,-0.03,-0.72,NORMAL,0.02,0.12
3/29/2017,10511097,25022299,-14511202,66838370,54095292,12743078,-1768124,314.83,341.87,0.00,0.00,-0.36,0.24,2.94,0.01,-0.19,-16.65,NORMAL,0.02,0.12
3/30/2017,15653592,27326067,-11672475,69160406,52092462,17067945,5395470,315.15,340.05,0.00,-0.01,0.49,0.09,-0.20,0.03,-0.04,0.34,NORMAL,0.02,0.12
3/31/2017,23504600,22922813,581786,76231519,59103678,17127841,17709628,314.79,337.96,0.00,-0.01,0.50,-0.16,-1.05,0.10,0.13,0.00,SALARY,0.02,0.12
4/1/2017,9918801,8752023,1166779,56418903,63839897,-7420994,-6254216,313.73,334.94,0.00,-0.01,-0.58,-0.62,1.01,-0.26,0.08,-1.43,SALARY,0.02,0.12
4/2/2017,4673552,4329429,344123,29301532,34779643,-5478112,-5133988,313.73,334.94,0.00,0.00,-0.53,-0.51,-0.71,-0.48,-0.46,-0.26,WEEKEND,0.02,0.12
4/3/2017,16433607,23946126,-7512520,77942207,86182942,-8240735,-15753255,313.73,334.94,0.00,0.00,2.52,4.53,-22.83,1.66,1.48,0.50,NORMAL,0.02,0.12
4/4/2017,11469627,24307445,-12837818,76641664,84977468,-8335804,-21173622,313.49,334.21,0.00,0.00,-0.30,0.02,0.71,-0.02,-0.01,0.01,NORMAL,0.02,0.12
4/5/2017,13846289,23884365,-10038076,104806881,65924226,38882655,28844579,312.69,333.14,0.00,0.00,0.21,-0.02,-0.22,0.37,-0.22,-5.66,NORMAL,0.02,0.12
4/6/2017,10844639,15399183,-4554544,78477206,64004502,14472704,9918160,312.08,332.8,0.00,0.00,-0.22,-0.36,-0.55,-0.25,-0.03,-0.63,NORMAL,0.02,0.12
4/7/2017,17587655,28961247,-11373592,90946766,73634264,17312502,5938910,312.94,333.69,0.00,0.00,0.62,0.88,1.50,0.16,0.15,0.20,NORMAL,0.02,0.12
4/8/2017,11896962,7683707,4213255,60585310,39735312,20849997,25063252,313.02,332.9,0.00,0.00,-0.32,-0.73,-1.37,-0.33,-0.46,0.20,WEEKEND,0.02,0.12
4/9/2017,5715782,4580840,1134942,31659182,30191823,1467359,2602301,313.02,332.9,0.00,0.00,-0.52,-0.40,-0.73,-0.48,-0.24,-0.93,WEEKEND,0.02,0.12
4/10/2017,11579639,20484515,-8904877,80446279,72210076,8236204,-668673,313.02,332.9,0.00,0.00,1.03,3.47,-8.85,1.54,1.39,4.61,NORMAL,0.02,0.12
4/11/2017,14509948,17840400,-3330451,80003596,72551099,7452497,4122045,313.21,331.34,0.00,0.00,0.25,-0.13,-0.63,-0.01,0.00,-0.10,NORMAL,0.02,0.12
4/12/2017,16146974,20908013,-4761039,76414612,66982462,9432150,4671111,311.37,330.3,-0.01,0.00,0.11,0.17,0.43,-0.04,-0.08,0.27,NORMAL,0.02,0.12
4/13/2017,9030950,15784099,-6753149,67133130,54126400,13006731,6253582,311.76,330.53,0.00,0.00,-0.44,-0.25,0.42,-0.12,-0.19,0.38,NORMAL,0.02,0.12
4/14/2017,13275210,27398224,-14123014,73723606,63630832,10092774,-4030240,311.71,331.66,0.00,0.00,0.47,0.74,1.09,0.10,0.18,-0.22,NORMAL,0.02,0.12
4/15/2017,5697737,7815216,-2117479,57549705,42030954,15518752,13401273,310.87,330.18,0.00,0.00,-0.57,-0.71,-0.85,-0.22,-0.34,0.54,WEEKEND,0.02,0.12
4/16/2017,2983497,3701252,-717755,27047737,25066551,1981186,1263431,310.87,330.18,0.00,0.00,-0.48,-0.53,-0.66,-0.53,-0.40,-0.87,WEEKEND,0.02,0.12
4/17/2017,11202611,20749947,-9547335,71236246,64720376,6515870,-3031465,310.87,330.18,0.00,0.00,2.75,4.61,12.30,1.63,1.58,2.29,NORMAL,0.02,0.12
4/18/2017,13218153,21586611,-8368459,70947844,64503210,6444634,-1923824,310.81,330.27,0.00,0.00,0.18,0.04,-0.12,0.00,0.00,-0.01,NORMAL,0.02,0.12
4/19/2017,11349346,15741736,-4392391,71981852,60857693,11124159,6731768,310.66,331.01,0.00,0.00,-0.14,-0.27,-0.48,0.01,-0.06,0.73,NORMAL,0.02,0.12
4/20/2017,10903811,21926948,-11023137,74155772,66301572,7854200,-3168937,311.46,334.04,0.00,0.01,-0.04,0.39,1.51,0.03,0.09,-0.29,NORMAL,0.02,0.12
4/21/2017,11837226,18689647,-6852422,66928727,66888961,39766,-6812656,312.38,336.15,0.00,0.01,0.09,-0.15,-0.38,-0.10,0.01,-0.99,NORMAL,0.02,0.12
4/22/2017,7810984,7326001,484983,45232856,39676462,5556394,6041377,312.74,334.73,0.00,0.00,-0.34,-0.61,-1.07,-0.32,-0.41,138.73,WEEKEND,0.02,0.12
4/23/2017,2599570,3713821,-1114251,25211244,28382491,-3171247,-4285498,312.74,334.73,0.00,0.00,-0.67,-0.49,-3.30,-0.44,-0.28,-1.57,WEEKEND,0.02,0.12
4/24/2017,11982374,17651671,-5669297,71915243,69287608,2627635,-3041661,312.74,334.73,0.00,0.00,3.61,3.75,4.09,1.85,1.44,-1.83,NORMAL,0.02,0.12
4/25/2017,10810781,18240470,-7429690,70513772,70062190,451583,-6978107,311.89,339.02,0.00,0.01,-0.10,0.03,0.31,-0.02,0.01,-0.83,NORMAL,0.02,0.12
4/26/2017,12291309,17087140,-4795830,71332178,64559623,6772555,1976725,311.58,339.09,0.00,0.00,0.14,-0.06,-0.35,0.01,-0.08,14.00,NORMAL,0.02,0.12
4/27/2017,9822645,18364001,-8541356,70150393,61192551,8957842,416486,312.44,340.47,0.00,0.00,-0.20,0.07,0.78,-0.02,-0.05,0.32,NORMAL,0.02,0.12
4/28/2017,12009717,24422883,-12413166,84439217,62652724,21786493,9373327,313.9,342.03,0.00,0.00,0.22,0.33,0.45,0.20,0.02,1.43,NORMAL,0.02,0.12
4/29/2017,11066088,6319715,4746373,60358302,38564664,21793637,26540010,314.4,343.83,0.00,0.01,-0.08,-0.74,-1.38,-0.29,-0.38,0.00,WEEKEND,0.02,0.12
4/30/2017,2886122,3546293,-660171,34235197,25662882,8572315,7912145,314.4,343.83,0.00,0.00,-0.74,-0.44,-1.14,-0.43,-0.33,-0.61,SALARY,0.02,0.12
5/1/2017,4730367,6276674,-1546307,34927540,38838899,-3911360,-5457667,314.4,343.83,0.00,0.00,0.64,0.77,1.34,0.02,0.51,-1.46,HOLIDAY,0.02,0.12
5/2/2017,17954986,17325106,629880,87618305,82325804,5292501,5922381,314.4,343.83,0.00,0.00,2.80,1.76,-1.41,1.51,1.12,-2.35,NORMAL,0.02,0.12
5/3/2017,18480850,24587404,-6106555,83589368,103204084,-19614716,-25721271,315.22,344.09,0.00,0.00,0.03,0.42,-10.69,-0.05,0.25,-4.71,NORMAL,0.02,0.12
5/4/2017,23715621,16165542,7550079,74780290,92969393,-18189102,-10639023,315.35,343.98,0.00,0.00,0.28,-0.34,-2.24,-0.11,-0.10,-0.07,NORMAL,0.02,0.12
5/5/2017,39503815,23023530,16480285,94110103,125124252,-31014150,-14533865,315.68,345.04,0.00,0.00,0.67,0.42,1.18,0.26,0.35,0.71,NORMAL,0.02,0.12
5/6/2017,13520521,9849381,3671140,71340715,45654956,25685760,29356900,318.09,348.53,0.01,0.01,-0.66,-0.57,-0.78,-0.24,-0.64,-1.83,WEEKEND,0.02,0.12
5/7/2017,5399689,3797574,1602115,35309172,25385604,9923568,11525683,318.09,348.53,0.00,0.00,-0.60,-0.61,-0.56,-0.51,-0.44,-0.61,HOLIDAY,0.02,0.12
5/8/2017,7745484,4690155,3055329,37780433,36786769,993664,4048993,318.09,348.53,0.00,0.00,0.43,0.24,0.91,0.07,0.45,-0.90,NORMAL,0.02,0.12
5/9/2017,5283709,4037183,1246526,25737617,27951016,-2213399,-966873,318.09,348.53,0.00,0.00,-0.32,-0.14,-0.59,-0.32,-0.24,-3.23,HOLIDAY,0.02,0.12
5/10/2017,16803698,25462740,-8659043,88177109,82574601,5602508,-3056535,318.09,348.53,0.00,0.00,2.18,5.31,-7.95,2.43,1.95,-3.53,NORMAL,0.02,0.12
5/11/2017,16303582,30172421,-13868839,91445604,80714811,10730794,-3138045,318.43,346.04,0.00,-0.01,-0.03,0.19,0.60,0.04,-0.02,0.92,NORMAL,0.02,0.12
5/12/2017,12214243,21806346,-9592103,80528695,74557625,5971071,-3621033,316.25,343.76,-0.01,-0.01,-0.25,-0.28,-0.31,-0.12,-0.08,-0.44,NORMAL,0.02,0.12
5/13/2017,6318327,7493854,-1175527,58752507,44381015,14371492,13195965,315.5,342.98,0.00,0.00,-0.48,-0.66,-0.88,-0.27,-0.40,1.41,WEEKEND,0.02,0.12
5/14/2017,4096189,5660863,-1564674,31552880,30250668,1302212,-262462,315.5,342.98,0.00,0.00,-0.35,-0.24,0.33,-0.46,-0.32,-0.91,WEEKEND,0.02,0.12
5/15/2017,18108609,19311725,-1203115,77990561,73589048,4401512,3198397,315.5,342.98,0.00,0.00,3.42,2.41,-0.23,1.47,1.43,2.38,NORMAL,0.02,0.12
5/16/2017,14471921,21007020,-6535099,74887676,76513330,-1625654,-8160753,313.52,343.88,-0.01,0.00,-0.20,0.09,4.43,-0.04,0.04,-1.37,NORMAL,0.02,0.12
5/17/2017,19130151,17586684,1543468,71479649,68438875,3040775,4584242,312.04,344.59,0.00,0.00,0.32,-0.16,-1.24,-0.05,-0.11,-2.87,NORMAL,0.02,0.12
5/18/2017,16946550,15369488,1577062,69924066,68307723,1616343,3193404,313.18,347.47,0.00,0.01,-0.11,-0.13,0.02,-0.02,0.00,-0.47,NORMAL,0.02,0.12
5/19/2017,12628226,14740952,-2112726,70255575,69678422,577153,-1535573,313.54,348.63,0.00,0.00,-0.25,-0.04,-2.34,0.00,0.02,-0.64,NORMAL,0.02,0.12
5/20/2017,6528244,6091667,436577,53944597,40728650,13215947,13652524,312.55,348.68,0.00,0.00,-0.48,-0.59,-1.21,-0.23,-0.42,21.90,WEEKEND,0.02,0.12
5/21/2017,3637936,4566013,-928077,27517066,29188540,-1671474,-2599551,312.55,348.68,0.00,0.00,-0.44,-0.25,-3.13,-0.49,-0.28,-1.13,WEEKEND,0.02,0.12
5/22/2017,20493284,17989402,2503882,71813569,79130738,-7317169,-4813287,312.55,348.68,0.00,0.00,4.63,2.94,-3.70,1.61,1.71,3.38,NORMAL,0.02,0.12
5/23/2017,18004142,19199168,-1195026,68306874,81117687,-12810813,-14005839,310.7,348.2,-0.01,0.00,-0.12,0.07,-1.48,-0.05,0.03,0.75,NORMAL,0.02,0.12
5/24/2017,14775439,17908267,-3132828,69172673,67506433,1666240,-1466588,310.83,349.96,0.00,0.01,-0.18,-0.07,1.62,0.01,-0.17,-1.13,NORMAL,0.02,0.12
5/25/2017,13473588,15774312,-2300724,68731790,65299259,3432532,1131807,311.2,347.77,0.00,-0.01,-0.09,-0.12,-0.27,-0.01,-0.03,1.06,NORMAL,0.02,0.12
5/26/2017,13210745,14983923,-1773178,74268119,67642110,6626009,4852831,310.57,348.58,0.00,0.00,-0.02,-0.05,-0.23,0.08,0.04,0.93,NORMAL,0.02,0.12
5/27/2017,7002413,6368703,633710,51820282,40245649,11574633,12208343,311.59,349.39,0.00,0.00,-0.47,-0.58,-1.36,-0.30,-0.41,0.75,WEEKEND,0.02,0.12
5/28/2017,3093930,3080862,13067,26999345,28085440,-1086095,-1073028,311.59,349.39,0.00,0.00,-0.56,-0.52,-0.98,-0.48,-0.30,-1.09,WEEKEND,0.02,0.12
5/29/2017,11386156,16029673,-4643517,72141682,65167471,6974211,2330694,311.59,349.39,0.00,0.00,2.68,4.20,-356.36,1.67,1.32,-7.42,NORMAL,0.02,0.12
5/30/2017,9854697,16973590,-7118892,65250351,68027100,-2776748,-9895641,310.4,347.06,0.00,-0.01,-0.13,0.06,0.53,-0.10,0.04,-1.40,NORMAL,0.02,0.12
5/31/2017,10477025,15191192,-4714167,76706240,60356706,16349534,11635367,311.23,347.52,0.00,0.00,0.06,-0.11,-0.34,0.18,-0.11,-6.89,SALARY,0.02,0.12
6/1/2017,14703683,22399147,-7695464,90521811,88140373,2381438,-5314026,312.26,349.51,0.00,0.01,0.40,0.47,0.63,0.18,0.46,-0.85,SALARY,0.02,0.12
6/2/2017,12189192,23212343,-11023151,90540363,85919490,4620873,-6402278,312.35,350.89,0.00,0.00,-0.17,0.04,0.43,0.00,-0.03,0.94,NORMAL,0.02,0.12
6/3/2017,7612826,8370314,-757488,61175194,43615684,17559510,16802022,313.17,351.28,0.00,0.00,-0.38,-0.64,-0.93,-0.32,-0.49,2.80,WEEKEND,0.02,0.12
6/4/2017,5089201,5477545,-388343,34428166,31559855,2868312,2479968,313.17,351.28,0.00,0.00,-0.33,-0.35,-0.49,-0.44,-0.28,-0.84,WEEKEND,0.02,0.12
6/5/2017,9483541,16546433,-7062892,86102724,77179649,8923075,1860182,313.17,351.28,0.00,0.00,0.86,2.02,17.19,1.50,1.45,2.11,NORMAL,0.02,0.12
6/6/2017,11200790,20156029,-8955239,86618520,71277711,15340809,6385570,312.84,352.38,0.00,0.00,0.18,0.22,0.27,0.01,-0.08,0.72,NORMAL,0.02,0.12
6/7/2017,10444073,16101515,-5657442,87574460,70682619,16891841,11234399,312.99,352.05,0.00,0.00,-0.07,-0.20,-0.37,0.01,-0.01,0.10,NORMAL,0.02,0.12
6/8/2017,11082037,18761565,-7679529,83516809,62409826,21106982,13427454,312.65,352.14,0.00,0.00,0.06,0.17,0.36,-0.05,-0.12,0.25,NORMAL,0.02,0.12
6/9/2017,13351936,22389012,-9037076,110082230,64200418,45881813,36844737,314.11,352.78,0.00,0.00,0.20,0.19,0.18,0.32,0.03,1.17,NORMAL,0.02,0.12
6/10/2017,9676962,9750489,-73527,66031833,39044692,26987140,26913613,315.18,352.18,0.00,0.00,-0.28,-0.56,-0.99,-0.40,-0.39,-0.41,WEEKEND,0.02,0.12
6/11/2017,4840869,4729954,110916,35315444,27117780,8197664,8308580,315.18,352.18,0.00,0.00,-0.50,-0.51,-2.51,-0.47,-0.31,-0.70,WEEKEND,0.02,0.12
6/12/2017,16798657,21237528,-4438871,82587021,84005617,-1418597,-5857467,315.18,352.18,0.00,0.00,2.47,3.49,-41.02,1.34,2.10,-1.17,NORMAL,0.02,0.12
6/13/2017,12947094,26595471,-13648376,94722733,79427701,15295032,1646656,316.39,354.89,0.00,0.01,-0.23,0.25,2.07,0.15,-0.05,-11.78,NORMAL,0.02,0.12
6/14/2017,14584324,18972524,-4388200,79910020,77049485,2860534,-1527665,315.96,354.03,0.00,0.00,0.13,-0.29,-0.68,-0.16,-0.03,-0.81,NORMAL,0.02,0.12
6/15/2017,19086402,15186307,3900094,76011291,75148496,862795,4762889,316.27,354.38,0.00,0.00,0.31,-0.20,-1.89,-0.05,-0.02,-0.70,NORMAL,0.02,0.12
6/16/2017,27292325,30492148,-3199823,89940131,85266085,4674046,1474223,317.65,354.5,0.00,0.00,0.43,1.01,-1.82,0.18,0.13,4.42,NORMAL,0.02,0.12
6/17/2017,12428971,7737840,4691131,55445004,45378645,10066359,14757489,319.7,357.23,0.01,0.01,-0.54,-0.75,-2.47,-0.38,-0.47,1.15,WEEKEND,0.02,0.12
6/18/2017,6177139,4371891,1805247,30917893,32706308,-1788415,16833,319.7,357.23,0.00,0.00,-0.50,-0.44,-0.62,-0.44,-0.28,-1.18,WEEKEND,0.02,0.12
6/19/2017,23368338,21785846,1582492,83060417,84076437,-1016020,566472,319.7,357.23,0.00,0.00,2.78,3.98,-0.12,1.69,1.57,-0.43,NORMAL,0.02,0.12
6/20/2017,38310775,19151106,19159669,73744276,105702712,-31958437,-12798768,319.56,357.62,0.00,0.00,0.64,-0.12,11.11,-0.11,0.26,30.45,NORMAL,0.02,0.12
6/21/2017,50820577,20005466,30815112,79723138,109433653,-29710516,1104596,321.72,358.98,0.01,0.00,0.33,0.04,0.61,0.08,0.04,-0.07,NORMAL,0.02,0.12
6/22/2017,43140333,19494535,23645798,78358492,103556363,-25197871,-1552073,326.28,363.67,0.01,0.01,-0.15,-0.03,-0.23,-0.02,-0.05,-0.15,NORMAL,0.02,0.12
6/23/2017,23331038,28891774,-5560736,81646898,82266924,-620026,-6180762,327.63,365.73,0.00,0.01,-0.46,0.48,-1.24,0.04,-0.21,-0.98,NORMAL,0.02,0.12
6/24/2017,10205304,13985420,-3780116,54326402,44642669,9683733,5903617,326.88,364.9,0.00,0.00,-0.56,-0.52,-0.32,-0.33,-0.46,-16.62,WEEKEND,0.02,0.12
6/25/2017,4667113,6038898,-1371785,26892607,29384257,-2491650,-3863435,326.88,364.9,0.00,0.00,-0.54,-0.57,-0.64,-0.51,-0.34,-1.26,WEEKEND,0.02,0.12
6/26/2017,15885191,35283962,-19398771,88364936,70527022,17837914,-1560857,326.88,364.9,0.00,0.00,2.40,4.84,13.14,2.29,1.40,-8.16,NORMAL,0.02,0.12
6/27/2017,18986727,29008854,-10022127,82508904,76430022,6078883,-3943244,325,362.8,-0.01,-0.01,0.20,-0.18,-0.48,-0.07,0.08,-0.66,NORMAL,0.02,0.12
6/28/2017,17182539,19023249,-1840710,78004626,73863820,4140806,2300096,322.01,362.42,-0.01,0.00,-0.10,-0.34,-0.82,-0.05,-0.03,-0.32,NORMAL,0.02,0.12
6/29/2017,14557150,24476667,-9919518,77542566,66097129,11445437,1525919,323.13,367.08,0.00,0.01,-0.15,0.29,4.39,-0.01,-0.11,1.76,NORMAL,0.02,0.12
6/30/2017,18203538,21846163,-3642625,86506830,65480136,21026694,17384068,321.46,366.79,-0.01,0.00,0.25,-0.11,-0.63,0.12,-0.01,0.84,SALARY,0.02,0.12
7/1/2017,11965990,14292578,-2326588,79330162,73068976,6261186,3934599,322.27,367.52,0.00,0.00,-0.34,-0.35,-0.36,-0.08,0.12,-0.70,SALARY,0.02,0.12
7/2/2017,6303676,4776328,1527347,41596060,36980175,4615885,6143233,320,365.47,-0.01,-0.01,-0.47,-0.67,-1.66,-0.48,-0.49,-0.26,WEEKEND,0.02,0.12
7/3/2017,16469748,17759695,-1289947,87888369,91755744,-3867375,-5157322,320,365.47,0.00,0.00,1.61,2.72,-1.84,1.11,1.48,-1.84,NORMAL,0.02,0.12
7/4/2017,16254822,19070030,-2815208,91302594,89718436,1584158,-1231050,320.44,364.37,0.00,0.00,-0.01,0.07,1.18,0.04,-0.02,-1.41,NORMAL,0.02,0.12
7/5/2017,22586792,18999550,3587241,115214654,80052513,35162141,38749382,322.37,365.83,0.01,0.00,0.39,0.00,-2.27,0.26,-0.11,21.20,NORMAL,0.02,0.12
7/6/2017,7014502,5270393,1744108,58308137,39591277,18716859,20460968,323.94,366.8,0.00,0.00,-0.69,-0.72,-0.51,-0.49,-0.51,-0.47,HOLIDAY,0.02,0.12
7/7/2017,8938971,6264455,2674516,51315328,38673997,12641331,15315847,323.94,366.8,0.00,0.00,0.27,0.19,0.53,-0.12,-0.02,-0.32,NORMAL,0.02,0.12
7/8/2017,4747072,5759220,-1012148,42036000,33138882,8897117,7884970,323.94,366.8,0.00,0.00,-0.47,-0.08,-1.38,-0.18,-0.14,-0.30,WEEKEND,0.02,0.12
7/9/2017,3990795,4742130,-751335,30484209,31307785,-823576,-1574910,323.94,366.8,0.00,0.00,-0.16,-0.18,-0.26,-0.27,-0.06,-1.09,WEEKEND,0.02,0.12
7/10/2017,20195996,21230362,-1034367,94030426,85255751,8774675,7740308,323.94,366.8,0.00,0.00,4.06,3.48,0.38,2.08,1.72,-11.65,NORMAL,0.02,0.12
7/11/2017,21522977,30107455,-8584478,98057623,96131581,1926042,-6658436,326.44,371.62,0.01,0.01,0.07,0.42,7.30,0.04,0.13,-0.78,NORMAL,0.02,0.12
7/12/2017,20620168,30126255,-9506087,92679716,79866480,12813235,3307148,327.2,372.75,0.00,0.00,-0.04,0.00,0.11,-0.05,-0.17,5.65,NORMAL,0.02,0.12
7/13/2017,13617940,23766597,-10148657,84918539,74225330,10693209,544552,328.52,376.45,0.00,0.01,-0.34,-0.21,0.07,-0.08,-0.07,-0.17,NORMAL,0.02,0.12
7/14/2017,13655901,25663465,-12007564,88600505,75895497,12705008,697444,327.56,373.25,0.00,-0.01,0.00,0.08,0.18,0.04,0.02,0.19,NORMAL,0.02,0.12
7/15/2017,8891435,8626423,265012,59546221,45011147,14535074,14800085,326.72,372.89,0.00,0.00,-0.35,-0.66,-1.02,-0.33,-0.41,0.14,WEEKEND,0.02,0.12
7/16/2017,4543637,3738476,805161,32600390,30981413,1618977,2424138,326.72,372.89,0.00,0.00,-0.49,-0.57,2.04,-0.45,-0.31,-0.89,WEEKEND,0.02,0.12
7/17/2017,14349995,18011987,-3661992,78332346,73381279,4951067,1289075,326.72,372.89,0.00,0.00,2.16,3.82,-5.55,1.40,1.37,2.06,NORMAL,0.02,0.12
7/18/2017,14704709,18568831,-3864121,81703930,83494820,-1790890,-5655012,325.62,373.06,0.00,0.00,0.02,0.03,0.06,0.04,0.14,-1.36,NORMAL,0.02,0.12
7/19/2017,17854018,19006270,-1152252,79634953,77109595,2525358,1373106,325.91,376.72,0.00,0.01,0.21,0.02,-0.70,-0.03,-0.08,-2.41,NORMAL,0.02,0.12
7/20/2017,17099309,18616086,-1516778,78206226,73245744,4960482,3443704,326.02,375.87,0.00,0.00,-0.04,-0.02,0.32,-0.02,-0.05,0.96,NORMAL,0.02,0.12
7/21/2017,17895382,20385247,-2489865,80362127,79689835,672292,-1817573,325.56,374.46,0.00,0.00,0.05,0.10,0.64,0.03,0.09,-0.86,NORMAL,0.02,0.12
7/22/2017,11101506,7400474,3701032,50489348,47991072,2498276,6199309,324.98,378.34,0.00,0.01,-0.38,-0.64,-2.49,-0.37,-0.40,2.72,WEEKEND,0.02,0.12
7/23/2017,4205777,3057654,1148123,27800461,33696069,-5895608,-4747485,324.98,378.34,0.00,0.00,-0.62,-0.59,-0.69,-0.45,-0.30,-3.36,WEEKEND,0.02,0.12
7/24/2017,16180817,16148366,32451,76562742,77071174,-508432,-475981,324.98,378.34,0.00,0.00,2.85,4.28,-0.97,1.75,1.29,-0.91,NORMAL,0.02,0.12
7/25/2017,15108864,22417439,-7308575,77475812,80930320,-3454508,-10763083,326.7,380.77,0.01,0.01,-0.07,0.39,-226.22,0.01,0.05,5.79,NORMAL,0.02,0.12
7/26/2017,20684250,18657167,2027083,74005805,81651819,-7646013,-5618930,326.97,381.05,0.00,0.00,0.37,-0.17,-1.28,-0.04,0.01,1.21,NORMAL,0.02,0.12
7/27/2017,24485396,16802446,7682950,66579953,80706311,-14126357,-6443408,326.66,380,0.00,0.00,0.18,-0.10,2.79,-0.10,-0.01,0.85,NORMAL,0.02,0.12
7/28/2017,20991282,17906170,3085112,71387216,89545079,-18157863,-15072751,325.58,381.51,0.00,0.00,-0.14,0.07,-0.60,0.07,0.11,0.29,NORMAL,0.02,0.12
7/29/2017,13169542,8357066,4812476,49203950,44813435,4390515,9202991,326.74,382.81,0.00,0.00,-0.37,-0.53,0.56,-0.31,-0.50,-1.24,WEEKEND,0.02,0.12
7/30/2017,7049992,6056559,993433,29143254,30695629,-1552375,-558942,326.74,382.81,0.00,0.00,-0.46,-0.28,-0.79,-0.41,-0.32,-1.35,WEEKEND,0.02,0.12
7/31/2017,31848128,20728152,11119975,79165541,85434303,-6268762,4851213,326.74,382.81,0.00,0.00,3.52,2.42,10.19,1.72,1.78,3.04,SALARY,0.02,0.12
8/1/2017,69271648,29751643,39520006,103107382,163450555,-60343173,-20823167,328.07,384.83,0.00,0.01,1.18,0.44,2.55,0.30,0.91,8.63,SALARY,0.02,0.12
8/2/2017,138256883,21073823,117183060,89373527,237146798,-147773271,-30590211,330.07,389.94,0.01,0.01,1.00,-0.29,1.97,-0.13,0.45,1.45,NORMAL,0.02,0.12
