DATE, INBOUND_FOR , OUTBOUND_FOR , NET_FOR , INBOUND_KZT , OUTBOUND_KZT , NET_KZT , NET_TOTAL ,USD,EUR,DELTA_NET_USD,DELTA_NET_EUR,DELTA_IN_FOR,DELTA_OUT_FOR,DELTA_NET_FOR,DELTA_IN_KZT,DELTA_OUT_KZT,DELTA_NET_KZT,CALENDAR,RATE_FOR,RATE_KZT
5/20/2016,24222664,53996626,-29773962,64794171,39654299,25139872,-4634090,334.89,375.48,0.02,0.01,0.36,0.47,0.57,0.08,0.05,0.11,NORMAL,0.02,0.13
5/21/2016,10277268,10726679,-449411,31978504,19157767,12820736,12371325,335.01,375.88,0.00,0.00,-0.58,-0.80,-0.98,-0.51,-0.52,-0.49,WEEKEND,0.02,0.13
5/22/2016,3008211,6466170,-3457959,19372970,15425061,3947909,489950,335.01,375.88,0.00,0.00,-0.71,-0.40,6.69,-0.39,-0.19,-0.69,WEEKEND,0.02,0.13
5/23/2016,21705283,27532138,-5826855,50781199,39061178,11720021,5893165,335.01,375.88,0.00,0.00,6.22,3.26,0.69,1.62,1.53,1.97,NORMAL,0.02,0.13
5/24/2016,13216741,33836004,-20619262,56448811,43250500,13198311,-7420952,336.37,376.94,0.00,0.00,-0.39,0.23,2.54,0.11,0.11,0.13,NORMAL,0.02,0.13
5/25/2016,14404909,30275049,-15870141,52321543,33927803,18393739,2523599,336.48,376.15,0.00,0.00,0.09,-0.11,-0.23,-0.07,-0.22,0.39,NORMAL,0.02,0.13
5/26/2016,13875428,26207883,-12332455,48120360,32549382,15570978,3238523,336.24,374.6,0.00,0.00,-0.04,-0.13,-0.22,-0.08,-0.04,-0.15,NORMAL,0.02,0.13
5/27/2016,12525262,34857116,-22331854,53972793,36274687,17698106,-4633747,333.09,372.46,-0.01,-0.01,-0.10,0.33,0.81,0.12,0.11,0.14,NORMAL,0.02,0.13
5/28/2016,7780043,11415988,-3635945,36877767,21969167,14908600,11272655,335.48,374.83,0.01,0.01,-0.38,-0.67,-0.84,-0.32,-0.39,-0.16,WEEKEND,0.02,0.13
5/29/2016,5919731,5915569,4162,19809310,15767781,4041529,4045692,335.48,374.83,0.00,0.00,-0.24,-0.48,-1.00,-0.46,-0.28,-0.73,WEEKEND,0.02,0.13
5/30/2016,13307015,24137646,-10830632,52245164,36269390,15975774,5145143,335.48,374.83,0.00,0.00,1.25,3.08,-2603.27,1.64,1.30,2.95,NORMAL,0.02,0.13
5/31/2016,15688476,27606430,-11917953,54044016,35550326,18493691,6575737,336.73,374.81,0.00,0.00,0.18,0.14,0.10,0.03,-0.02,0.16,SALARY,0.02,0.13
6/1/2016,19439069,33150128,-13711059,64438292,41081937,23356355,9645296,335.84,374.43,0.00,0.00,0.24,0.20,0.15,0.19,0.16,0.26,SALARY,0.02,0.13
6/2/2016,18244527,27791799,-9547272,62955688,47997195,14958493,5411220,336.86,375.9,0.00,0.00,-0.06,-0.16,-0.30,-0.02,0.17,-0.36,NORMAL,0.02,0.13
6/3/2016,15901391,34944441,-19043050,61874096,41603977,20270119,1227069,337.71,378.37,0.00,0.01,-0.13,0.26,0.99,-0.02,-0.13,0.36,NORMAL,0.02,0.13
6/4/2016,11776186,12454124,-677938,42589175,22496074,20093101,19415162,337.77,376.28,0.00,-0.01,-0.26,-0.64,-0.96,-0.31,-0.46,-0.01,WEEKEND,0.02,0.13
6/5/2016,4035060,7551233,-3516173,25248174,16347984,8900191,5384017,337.77,376.28,0.00,0.00,-0.66,-0.39,4.19,-0.41,-0.27,-0.56,WEEKEND,0.02,0.13
6/6/2016,15185163,29679471,-14494308,56350182,37117996,19232186,4737878,337.77,376.28,0.00,0.00,2.76,2.93,3.12,1.23,1.27,1.16,NORMAL,0.02,0.13
6/7/2016,15586281,30290262,-14703980,59657361,43648228,16009133,1305153,335.1,380.07,-0.01,0.01,0.03,0.02,0.01,0.06,0.18,-0.17,NORMAL,0.02,0.13
6/8/2016,13035287,23001517,-9966230,54295967,35717531,18578436,8612206,333.88,379.49,0.00,0.00,-0.16,-0.24,-0.32,-0.09,-0.18,0.16,NORMAL,0.02,0.13
6/9/2016,20374671,22226822,-1852151,48683446,43174432,5509014,3656864,331.59,376.95,-0.01,-0.01,0.56,-0.03,-0.81,-0.10,0.21,-0.70,NORMAL,0.02,0.13
6/10/2016,17394978,23074187,-5679209,55671802,37066219,18605583,12926374,330.16,375,0.00,-0.01,-0.15,0.04,2.07,0.14,-0.14,2.38,NORMAL,0.02,0.13
6/11/2016,7669511,9415257,-1745747,37521874,21048963,16472911,14727164,333.97,376.89,0.01,0.01,-0.56,-0.59,-0.69,-0.33,-0.43,-0.11,WEEKEND,0.02,0.13
6/12/2016,3217347,5608658,-2391311,22807098,15315262,7491836,5100525,333.97,376.89,0.00,0.00,-0.58,-0.40,0.37,-0.39,-0.27,-0.55,WEEKEND,0.02,0.13
6/13/2016,12179625,27712166,-15532541,60854449,38240419,22614030,7081489,333.97,376.89,0.00,0.00,2.79,3.94,5.50,1.67,1.50,2.02,NORMAL,0.02,0.13
6/14/2016,12025191,30379951,-18354760,64003704,42038457,21965247,3610487,335.81,378.09,0.01,0.00,-0.01,0.10,0.18,0.05,0.10,-0.03,NORMAL,0.02,0.13
6/15/2016,15266719,33366280,-18099561,60975735,39025352,21950384,3850822,337.65,378.71,0.01,0.00,0.27,0.10,-0.01,-0.05,-0.07,0.00,NORMAL,0.02,0.13
6/16/2016,9614484,25473443,-15858960,56049681,34479848,21569832,5710872,338.75,380.04,0.00,0.00,-0.37,-0.24,-0.12,-0.08,-0.12,-0.02,NORMAL,0.02,0.13
6/17/2016,10015467,34022722,-24007255,60451263,34447247,26004016,1996761,337.96,379.66,0.00,0.00,0.04,0.34,0.51,0.08,0.00,0.21,NORMAL,0.02,0.13
6/18/2016,11189523,8788910,2400613,38029000,24176324,13852676,16253289,338.59,380.91,0.00,0.00,0.12,-0.74,-1.10,-0.37,-0.30,-0.47,WEEKEND,0.02,0.13
6/19/2016,3196863,5124256,-1927394,19852263,16052800,3799463,1872069,338.59,380.91,0.00,0.00,-0.71,-0.42,-1.80,-0.48,-0.34,-0.73,WEEKEND,0.02,0.13
6/20/2016,14886718,28393351,-13506633,57900431,39456655,18443776,4937143,338.59,380.91,0.00,0.00,3.66,4.54,6.01,1.92,1.46,3.85,NORMAL,0.02,0.13
6/21/2016,14147382,27771647,-13624265,54908329,40947160,13961168,336903,335.89,380.73,-0.01,0.00,-0.05,-0.02,0.01,-0.05,0.04,-0.24,NORMAL,0.02,0.13
6/22/2016,10581429,23984992,-13403563,49517133,34573932,14943201,1539637,335.87,380.88,0.00,0.00,-0.25,-0.14,-0.02,-0.10,-0.16,0.07,NORMAL,0.02,0.13
6/23/2016,12427766,22528787,-10101021,51272847,37120909,14151938,4050917,336.73,380.17,0.00,0.00,0.17,-0.06,-0.25,0.04,0.07,-0.05,NORMAL,0.02,0.13
6/24/2016,21079580,30061279,-8981698,61353042,45157783,16195258,7213560,336.63,383.39,0.00,0.01,0.70,0.33,-0.11,0.20,0.22,0.14,NORMAL,0.02,0.13
6/25/2016,15553630,8682894,6870736,35185874,23709078,11476796,18347532,339.69,377.57,0.01,-0.02,-0.26,-0.71,-1.77,-0.43,-0.48,-0.29,WEEKEND,0.02,0.13
6/26/2016,3796740,5680611,-1883871,18284971,22259043,-3974072,-5857943,339.69,377.57,0.00,0.00,-0.76,-0.35,-1.27,-0.48,-0.06,-1.35,WEEKEND,0.02,0.13
6/27/2016,16740233,25097554,-8357320,59652342,41636265,18016077,9658756,339.69,377.57,0.00,0.00,3.41,3.42,3.44,2.26,0.87,-5.53,NORMAL,0.02,0.13
6/28/2016,12949604,31305160,-18355556,56069450,41446565,14622886,-3732670,339.1,373.93,0.00,-0.01,-0.23,0.25,1.20,-0.06,0.00,-0.19,NORMAL,0.02,0.13
6/29/2016,11616303,21105604,-9489301,57173901,35974492,21199409,11710107,339.12,376.19,0.00,0.01,-0.10,-0.33,-0.48,0.02,-0.13,0.45,NORMAL,0.02,0.13
6/30/2016,12380735,24658046,-12277310,61388077,34452301,26935776,14658466,338.87,375.77,0.00,0.00,0.07,0.17,0.29,0.07,-0.04,0.27,SALARY,0.02,0.13
7/1/2016,15952246,29690238,-13737991,75364352,54179248,21185104,7447113,338.66,377.2,0.00,0.00,0.29,0.20,0.12,0.23,0.57,-0.21,SALARY,0.02,0.13
7/2/2016,9127552,10001352,-873800,42389142,27756207,14632935,13759135,338.04,375.46,0.00,0.00,-0.43,-0.66,-0.94,-0.44,-0.49,-0.31,WEEKEND,0.02,0.13
7/3/2016,4195268,7214001,-3018733,28325384,17709131,10616253,7597520,338.04,375.46,0.00,0.00,-0.54,-0.28,2.45,-0.33,-0.36,-0.27,WEEKEND,0.02,0.13
7/4/2016,16712717,24388073,-7675357,56236411,45281985,10954426,3279069,338.04,375.46,0.00,0.00,2.98,2.38,1.54,0.99,1.56,0.03,NORMAL,0.02,0.13
7/5/2016,19621708,34724190,-15102482,64429228,49315043,15114185,11703,337.39,375.41,0.00,0.00,0.17,0.42,0.97,0.15,0.09,0.38,NORMAL,0.02,0.13
7/6/2016,12155631,6353619,5802013,35895506,27620561,8274945,14076957,337.07,375.6,0.00,0.00,-0.38,-0.82,-1.38,-0.44,-0.44,-0.45,HOLIDAY,0.02,0.13
7/7/2016,14826332,20442284,-5615952,58602203,38212334,20389869,14773916,337.07,375.6,0.00,0.00,0.22,2.22,-1.97,0.63,0.38,1.46,NORMAL,0.02,0.13
7/8/2016,16652683,32331290,-15678606,66160434,42923533,23236901,7558295,337.26,374.02,0.00,0.00,0.12,0.58,1.79,0.13,0.12,0.14,NORMAL,0.02,0.13
7/9/2016,11323433,9006003,2317430,44267360,23617693,20649667,22967097,338.46,374.4,0.00,0.00,-0.32,-0.72,-1.15,-0.33,-0.45,-0.11,WEEKEND,0.02,0.13
7/10/2016,3610553,5743031,-2132478,22268326,17357757,4910569,2778091,338.46,374.4,0.00,0.00,-0.68,-0.36,-1.92,-0.50,-0.27,-0.76,WEEKEND,0.02,0.13
7/11/2016,17519495,17460747,58748,58048260,41653485,16394775,16453523,338.46,374.4,0.00,0.00,3.85,2.04,-1.03,1.61,1.40,2.34,NORMAL,0.02,0.13
7/12/2016,12838542,25697976,-12859434,63411169,44066859,19344310,6484876,337.71,372.56,0.00,0.00,-0.27,0.47,-219.89,0.09,0.06,0.18,NORMAL,0.02,0.13
7/13/2016,16404168,21031011,-4626843,64020337,46691986,17328351,12701508,338.51,376.02,0.00,0.01,0.28,-0.18,-0.64,0.01,0.06,-0.10,NORMAL,0.02,0.13
7/14/2016,13224521,24086845,-10862324,61407802,38298287,23109516,12247191,338.35,374.79,0.00,0.00,-0.19,0.15,1.35,-0.04,-0.18,0.33,NORMAL,0.02,0.13
7/15/2016,15017239,22540370,-7523131,61282805,42531703,18751102,11227971,338.95,376.68,0.00,0.01,0.14,-0.06,-0.31,0.00,0.11,-0.19,NORMAL,0.02,0.13
7/16/2016,8349907,7321124,1028783,33379353,24082319,9297034,10325818,338.52,377.04,0.00,0.00,-0.44,-0.68,-1.14,-0.46,-0.43,-0.50,WEEKEND,0.02,0.13
7/17/2016,3215821,4035892,-820071,20934522,17478062,3456461,2636390,338.52,377.04,0.00,0.00,-0.61,-0.45,-1.80,-0.37,-0.27,-0.63,WEEKEND,0.02,0.13
7/18/2016,12212024,18681292,-6469268,43364873,35596674,7768199,1298932,338.52,377.04,0.00,0.00,2.80,3.63,6.89,1.07,1.04,1.25,NORMAL,0.02,0.13
7/19/2016,15045972,24838794,-9792821,55597563,49803579,5793984,-3998838,338.88,374.02,0.00,-0.01,0.23,0.33,0.51,0.28,0.40,-0.25,NORMAL,0.02,0.13
7/20/2016,13620691,23153611,-9532921,53201248,42328512,10872736,1339815,338.72,374.69,0.00,0.00,-0.09,-0.07,-0.03,-0.04,-0.15,0.88,NORMAL,0.02,0.13
7/21/2016,19386633,23669932,-4283299,58352141,46414617,11937523,7654224,339.9,373.99,0.00,0.00,0.42,0.02,-0.55,0.10,0.10,0.10,NORMAL,0.02,0.13
7/22/2016,25483641,21727513,3756128,49272992,49634071,-361079,3395049,342.23,377.24,0.01,0.01,0.31,-0.08,-1.88,-0.16,0.07,-1.03,NORMAL,0.02,0.13
7/23/2016,9815912,6815938,2999974,31048562,27265564,3782998,6782971,341.51,376.55,0.00,0.00,-0.61,-0.69,-0.20,-0.37,-0.45,-11.48,WEEKEND,0.02,0.13
7/24/2016,4983313,4491068,492245,17206280,18067921,-861641,-369396,341.51,376.55,0.00,0.00,-0.49,-0.34,-0.84,-0.45,-0.34,-1.23,WEEKEND,0.02,0.13
7/25/2016,29890843,22441169,7449674,51744761,53073400,-1328639,6121035,341.51,376.55,0.00,0.00,5.00,4.00,14.13,2.01,1.94,0.54,NORMAL,0.02,0.13
7/26/2016,58348233,24073709,34274524,48516704,96076485,-47559781,-13285257,343.88,377.89,0.01,0.00,0.95,0.07,3.60,-0.06,0.81,34.80,NORMAL,0.02,0.13
7/27/2016,45753525,30939113,14814412,55332162,72711866,-17379704,-2565292,350.2,385.71,0.02,0.02,-0.22,0.29,-0.57,0.14,-0.24,-0.63,NORMAL,0.02,0.13
7/28/2016,38782823,24301385,14481438,46213661,66342428,-20128766,-5647328,352.13,387.2,0.01,0.00,-0.15,-0.21,-0.02,-0.16,-0.09,0.16,NORMAL,0.02,0.13
7/29/2016,34182682,22062098,12120584,45842510,62800955,-16958445,-4837861,352.75,391.27,0.00,0.01,-0.12,-0.09,-0.16,-0.01,-0.05,-0.16,NORMAL,0.02,0.13
7/30/2016,15901630,9190133,6711496,34100833,25702132,8398701,15110197,352.25,391.28,0.00,0.00,-0.53,-0.58,-0.45,-0.26,-0.59,-1.50,WEEKEND,0.02,0.13
7/31/2016,5526556,6134658,-608102,20411648,17880490,2531158,1923055,352.25,391.28,0.00,0.00,-0.65,-0.33,-1.09,-0.40,-0.30,-0.70,SALARY,0.02,0.13
8/1/2016,31354092,27932216,3421876,64392937,70182282,-5789345,-2367469,352.25,391.28,0.00,0.00,4.67,3.55,-6.63,2.15,2.93,-3.29,SALARY,0.02,0.13
8/2/2016,43721059,27501334,16219725,55759485,81609835,-25850350,-9630625,352.1,393.33,0.00,0.01,0.39,-0.02,3.74,-0.13,0.16,3.47,NORMAL,0.02,0.13
8/3/2016,49553226,22176482,27376743,49800345,75853838,-26053493,1323250,353.7,395.97,0.00,0.01,0.13,-0.19,0.69,-0.11,-0.07,0.01,NORMAL,0.02,0.13
8/4/2016,29157482,23849152,5308330,51243718,57172946,-5929228,-620898,354.01,396.1,0.00,0.00,-0.41,0.08,-0.81,0.03,-0.25,-0.77,NORMAL,0.02,0.13
8/5/2016,25300675,23460959,1839715,59364150,47670644,11693506,13533222,352.06,391.7,-0.01,-0.01,-0.13,-0.02,-0.65,0.16,-0.17,-2.97,NORMAL,0.02,0.13
8/6/2016,16991274,7915701,9075573,36268528,26972425,9296103,18371677,348.97,388.75,-0.01,-0.01,-0.33,-0.66,3.93,-0.39,-0.43,-0.21,WEEKEND,0.02,0.13
8/7/2016,5171322,3734679,1436643,20562020,18033152,2528868,3965512,348.97,388.75,0.00,0.00,-0.70,-0.53,-0.84,-0.43,-0.33,-0.73,WEEKEND,0.02,0.13
8/8/2016,18683763,23184337,-4500574,55183114,45585634,9597479,5096905,348.97,388.75,0.00,0.00,2.61,5.21,-4.13,1.68,1.53,2.80,NORMAL,0.02,0.13
8/9/2016,20605648,32303508,-11697860,58093036,51486900,6606136,-5091724,348.35,386.22,0.00,-0.01,0.10,0.39,1.60,0.05,0.13,-0.31,NORMAL,0.02,0.13
8/10/2016,18230812,23779935,-5549123,52806127,47904606,4901521,-647602,345.89,383.45,-0.01,-0.01,-0.12,-0.26,-0.53,-0.09,-0.07,-0.26,NORMAL,0.02,0.13
8/11/2016,20679835,21886923,-1207089,50428871,41078508,9350363,8143275,346.42,386.95,0.00,0.01,0.13,-0.08,-0.78,-0.05,-0.14,0.91,NORMAL,0.02,0.13
8/12/2016,18229318,22463913,-4234596,50168291,45084985,5083306,848710,347.18,386.93,0.00,0.00,-0.12,0.03,2.51,-0.01,0.10,-0.46,NORMAL,0.02,0.13
8/13/2016,12680924,9290155,3390769,36816108,24679070,12137038,15527806,344.46,383.94,-0.01,-0.01,-0.30,-0.59,-1.80,-0.27,-0.45,1.39,WEEKEND,0.02,0.13
8/14/2016,3358501,3401485,-42984,16915658,20420753,-3505095,-3548079,344.46,383.94,0.00,0.00,-0.74,-0.63,-1.01,-0.54,-0.17,-1.29,WEEKEND,0.02,0.13
8/15/2016,18269384,23733029,-5463645,54249187,48560728,5688459,224814,344.46,383.94,0.00,0.00,4.44,5.98,126.11,2.21,1.38,-2.62,NORMAL,0.02,0.13
8/16/2016,15774154,25202443,-9428288,51910712,50960965,949747,-8478541,343.39,383.43,0.00,0.00,-0.14,0.06,0.73,-0.04,0.05,-0.83,NORMAL,0.02,0.13
8/17/2016,19787693,19390723,396970,48860080,46535102,2324978,2721948,343.73,387.42,0.00,0.01,0.25,-0.23,-1.04,-0.06,-0.09,1.45,NORMAL,0.02,0.13
8/18/2016,17349342,20496459,-3147117,50304268,44173833,6130436,2983319,341.2,384.43,-0.01,-0.01,-0.12,0.06,-8.93,0.03,-0.05,1.64,NORMAL,0.02,0.13
8/19/2016,22885400,25661184,-2775784,49482114,48134621,1347493,-1428291,340.09,384.74,0.00,0.00,0.32,0.25,-0.12,-0.02,0.09,-0.78,NORMAL,0.02,0.13
8/20/2016,11799764,8525852,3273912,35144238,28952565,6191673,9465584,338.51,383.06,0.00,0.00,-0.48,-0.67,-2.18,-0.29,-0.40,3.60,WEEKEND,0.02,0.13
8/21/2016,5097812,4036077,1061735,17797140,20873690,-3076550,-2014815,338.51,383.06,0.00,0.00,-0.57,-0.53,-0.68,-0.49,-0.28,-1.50,WEEKEND,0.02,0.13
8/22/2016,24697400,16644608,8052793,46408479,57715868,-11307389,-3254596,338.51,383.06,0.00,0.00,3.84,3.12,6.58,1.61,1.77,2.68,NORMAL,0.02,0.13
8/23/2016,15125916,21541532,-6415615,43208488,50070033,-6861545,-13277160,338.82,382.73,0.00,0.00,-0.39,0.29,-1.80,-0.07,-0.13,-0.39,NORMAL,0.02,0.13
8/24/2016,20984297,17840484,3143814,45688580,49097151,-3408571,-264757,341,386.15,0.01,0.01,0.39,-0.17,-1.49,0.06,-0.02,-0.50,NORMAL,0.02,0.13
8/25/2016,15241230,17915851,-2674621,44181000,46292497,-2111497,-4786118,338.83,382.17,-0.01,-0.01,-0.27,0.00,-1.85,-0.03,-0.06,-0.38,NORMAL,0.02,0.13
8/26/2016,22105770,21659202,446568,51057026,44234761,6822266,7268833,339.5,383.33,0.00,0.00,0.45,0.21,-1.17,0.16,-0.04,-4.23,NORMAL,0.02,0.13
8/27/2016,12770966,7001970,5768995,36447222,27349744,9097478,14866473,338.73,382.46,0.00,0.00,-0.42,-0.68,11.92,-0.29,-0.38,0.33,WEEKEND,0.02,0.13
8/28/2016,5270159,4083399,1186760,19161639,17210540,1951099,3137859,338.73,382.46,0.00,0.00,-0.59,-0.42,-0.79,-0.47,-0.37,-0.79,WEEKEND,0.02,0.13
8/29/2016,22707296,20839687,1867609,53647166,47049881,6597285,8464895,338.73,382.46,0.00,0.00,3.31,4.10,0.57,1.80,1.73,2.38,NORMAL,0.02,0.13
8/30/2016,7446063,5552974,1893089,27366091,25433838,1932253,3825342,338.98,379.01,0.00,-0.01,-0.67,-0.73,0.01,-0.49,-0.46,-0.71,HOLIDAY,0.02,0.13
8/31/2016,16605406,22501300,-5895894,51663788,41796032,9867756,3971862,338.98,379.01,0.00,0.00,1.23,3.05,-4.11,0.89,0.64,4.11,SALARY,0.02,0.13
9/1/2016,22931415,28012435,-5081020,65248748,67096824,-1848076,-6929096,340.1,379.04,0.00,0.00,0.38,0.24,-0.14,0.26,0.61,-1.19,SALARY,0.02,0.13
9/2/2016,18515854,31967510,-13451656,63826454,59349436,4477019,-8974637,341.06,379.97,0.00,0.00,-0.19,0.14,1.65,-0.02,-0.12,-3.42,NORMAL,0.02,0.13
9/3/2016,13664459,9855734,3808725,41523601,31047818,10475784,14284509,341.97,382.15,0.00,0.01,-0.26,-0.69,-1.28,-0.35,-0.48,1.34,WEEKEND,0.02,0.13
9/4/2016,5605055,5950384,-345329,22762539,19255301,3507238,3161909,341.97,382.15,0.00,0.00,-0.59,-0.40,-1.09,-0.45,-0.38,-0.67,WEEKEND,0.02,0.13
9/5/2016,21322096,28150395,-6828299,58089521,51000274,7089248,260949,341.97,382.15,0.00,0.00,2.80,3.73,18.77,1.55,1.65,1.02,NORMAL,0.02,0.13
9/6/2016,18216886,26969380,-8752494,60087906,51640996,8446910,-305584,340.9,380.48,0.00,0.00,-0.15,-0.04,0.28,0.03,0.01,0.19,NORMAL,0.02,0.13
9/7/2016,20304812,18774067,1530745,57067462,47852299,9215163,10745908,339.8,379.39,0.00,0.00,0.11,-0.30,-1.17,-0.05,-0.07,0.09,NORMAL,0.02,0.13
9/8/2016,17733526,16952034,781492,55097765,43953748,11144017,11925509,337.57,379.33,-0.01,0.00,-0.13,-0.10,-0.49,-0.03,-0.08,0.21,NORMAL,0.02,0.13
9/9/2016,20035613,21245388,-1209775,57697014,46464842,11232172,10022396,337.16,380.11,0.00,0.00,0.13,0.25,-2.55,0.05,0.06,0.01,NORMAL,0.02,0.13
9/10/2016,13186364,6597145,6589219,40277024,22743340,17533684,24122903,337.41,380.26,0.00,0.00,-0.34,-0.69,-6.45,-0.30,-0.51,0.56,WEEKEND,0.02,0.13
9/11/2016,6641879,4501976,2139903,24284624,23394339,890285,3030188,337.41,380.26,0.00,0.00,-0.50,-0.32,-0.68,-0.40,0.03,-0.95,WEEKEND,0.02,0.13
9/12/2016,5814458,3652908,2161550,19825201,19586753,238448,2399998,337.41,380.26,0.00,0.00,-0.12,-0.19,0.01,-0.18,-0.16,-0.73,HOLIDAY,0.02,0.13
9/13/2016,16772954,16305989,466966,48082080,42098623,5983457,6450422,337.41,380.26,0.00,0.00,1.88,3.46,-0.78,1.43,1.15,24.09,NORMAL,0.02,0.13
9/14/2016,17096724,26352575,-9255851,54298966,47693962,6605005,-2650846,337.64,378.97,0.00,0.00,0.02,0.62,-20.82,0.13,0.13,0.10,NORMAL,0.02,0.13
9/15/2016,16976973,21519763,-4542790,56201506,41974190,14227316,9684526,338.86,380.27,0.00,0.00,-0.01,-0.18,-0.51,0.04,-0.12,1.15,NORMAL,0.02,0.13
9/16/2016,18212948,19439009,-1226061,52881828,44748756,8133073,6907012,339.5,381.53,0.00,0.00,0.07,-0.10,-0.73,-0.06,0.07,-0.43,NORMAL,0.02,0.13
9/17/2016,9624787,8738603,886184,37599024,27117790,10481234,11367418,339.5,380.99,0.00,0.00,-0.47,-0.55,-1.72,-0.29,-0.39,0.29,WEEKEND,0.02,0.13
9/18/2016,4439225,4870972,-431747,21646529,18966879,2679650,2247903,339.5,380.99,0.00,0.00,-0.54,-0.44,-1.49,-0.42,-0.30,-0.74,WEEKEND,0.02,0.13
9/19/2016,23908817,17665619,6243198,54632981,48678259,5954723,12197920,339.5,380.99,0.00,0.00,4.39,2.63,-15.46,1.52,1.57,1.22,NORMAL,0.02,0.13
9/20/2016,17322057,25245290,-7923233,58708297,44484000,14224297,6301064,339.35,379.05,0.00,-0.01,-0.28,0.43,-2.27,0.07,-0.09,1.39,NORMAL,0.02,0.13
9/21/2016,15763691,20406151,-4642460,52608562,43840532,8768030,4125570,339.4,379.48,0.00,0.00,-0.09,-0.19,-0.41,-0.10,-0.01,-0.38,NORMAL,0.02,0.13
9/22/2016,15946894,21238765,-5291871,54705435,41037971,13667464,8375592,338.96,377.8,0.00,0.00,0.01,0.04,0.14,0.04,-0.06,0.56,NORMAL,0.02,0.13
9/23/2016,18269850,20938664,-2668814,57542679,48025382,9517297,6848483,337.78,379.36,0.00,0.00,0.15,-0.01,-0.50,0.05,0.17,-0.30,NORMAL,0.02,0.13
9/24/2016,12466552,8694308,3772245,37874048,29878691,7995357,11767602,337.37,378.29,0.00,0.00,-0.32,-0.58,-2.41,-0.34,-0.38,-0.16,WEEKEND,0.02,0.13
9/25/2016,6130261,6129660,600,21922276,19550741,2371535,2372135,337.37,378.29,0.00,0.00,-0.51,-0.30,-1.00,-0.42,-0.35,-0.70,WEEKEND,0.02,0.13
9/26/2016,16320084,20374159,-4054075,52038884,46744009,5294875,1240800,337.37,378.29,0.00,0.00,1.66,2.32,-6757.79,1.37,1.39,1.23,NORMAL,0.02,0.13
9/27/2016,17359731,23760349,-6400617,53784015,45631422,8152594,1751976,337.56,379.35,0.00,0.00,0.06,0.17,0.58,0.03,-0.02,0.54,NORMAL,0.02,0.13
9/28/2016,18193361,16800153,1393208,53927513,40091419,13836094,15229302,337.16,379.1,0.00,0.00,0.05,-0.29,-1.22,0.00,-0.12,0.70,NORMAL,0.02,0.13
9/29/2016,15291197,25243554,-9952357,58558091,40333177,18224914,8272557,336.99,377.83,0.00,0.00,-0.16,0.50,-8.14,0.09,0.01,0.32,NORMAL,0.02,0.13
9/30/2016,18308554,21796820,-3488266,70588793,43219082,27369711,23881445,334.93,375.52,-0.01,-0.01,0.20,-0.14,-0.65,0.21,0.07,0.50,SALARY,0.02,0.13
10/1/2016,15817009,11564104,4252906,52793872,37119404,15674468,19927374,335.46,374.81,0.00,0.00,-0.14,-0.47,-2.22,-0.25,-0.14,-0.43,SALARY,0.02,0.13
10/2/2016,4656022,5371665,-715643,24517948,24101486,416462,-299181,335.46,374.81,0.00,0.00,-0.71,-0.54,-1.17,-0.54,-0.35,-0.97,WEEKEND,0.02,0.13
10/3/2016,20975001,31581240,-10606239,68258126,59485332,8772794,-1833445,335.46,374.81,0.00,0.00,3.50,4.88,13.82,1.78,1.47,20.07,NORMAL,0.02,0.13
10/4/2016,15869414,27689327,-11819913,74112649,54452077,19660572,7840659,335.09,376.34,0.00,0.00,-0.24,-0.12,0.11,0.09,-0.08,1.24,NORMAL,0.02,0.13
10/5/2016,20263243,27723724,-7460481,71531454,47305498,24225956,16765474,333.59,372.19,0.00,-0.01,0.28,0.00,-0.37,-0.03,-0.13,0.23,NORMAL,0.02,0.13
10/6/2016,15374521,27828752,-12454231,69092286,44142121,24950165,12495934,332.75,373.25,0.00,0.00,-0.24,0.00,0.67,-0.03,-0.07,0.03,NORMAL,0.02,0.13
10/7/2016,16487488,23488411,-7000924,69461919,48939377,20522542,13521618,332.69,371.95,0.00,0.00,0.07,-0.16,-0.44,0.01,0.11,-0.18,NORMAL,0.02,0.13
10/8/2016,12751960,9356687,3395273,57665721,37073751,20591970,23987243,331.41,368.66,0.00,-0.01,-0.23,-0.60,-1.49,-0.17,-0.24,0.00,WEEKEND,0.02,0.13
10/9/2016,5381113,5114879,266235,34329292,31630257,2699036,2965270,331.41,368.66,0.00,0.00,-0.58,-0.45,-0.92,-0.40,-0.15,-0.87,WEEKEND,0.02,0.13
10/10/2016,17217226,19792922,-2575696,90283876,72365735,17918141,15342444,331.41,368.66,0.00,0.00,2.20,2.87,-10.67,1.63,1.29,5.64,NORMAL,0.02,0.13
10/11/2016,18065613,27928778,-9863165,88805683,68711465,20094218,10231053,332.14,371,0.00,0.01,0.05,0.41,2.83,-0.02,-0.05,0.12,NORMAL,0.02,0.13
10/12/2016,19499775,22613081,-3113306,78821517,54911220,23910297,20796991,330.37,366.91,-0.01,-0.01,0.08,-0.19,-0.68,-0.11,-0.20,0.19,NORMAL,0.02,0.13
10/13/2016,23713640,19022862,4690778,68571731,51897993,16673738,21364516,330.71,364.51,0.00,-0.01,0.22,-0.16,-2.51,-0.13,-0.05,-0.30,NORMAL,0.02,0.13
