DATE, INBOUND_FOR , OUTBOUND_FOR , NET_FOR , INBOUND_KZT , OUTBOUND_KZT , NET_KZT , NET_TOTAL ,USD,EUR,DELTA_NET_USD,DELTA_NET_EUR,DELTA_IN_FOR,DELTA_OUT_FOR,DELTA_NET_FOR,DELTA_IN_KZT,DELTA_OUT_KZT,DELTA_NET_KZT,DELTA_NET_TOTAL,CALENDAR,RATE_FOR,RATE_KZT
2/12/2017,12120489.0000,4634755.0000,7485734.0000,33425090.0000,34509088.0000,-1083999.0000,6401736.0000,323.3000,344.0200,0.0000,0.0000,-0.2511,-0.5245,-0.1629,-0.4458,-0.1639,-1.0569,-0.7487,WEEKEND,0.0150,0.1260
2/13/2017,18335469.0000,19253833.0000,-918363.0000,69573539.0000,69789852.0000,-216313.0000,-1134677.0000,323.3000,344.0200,0.0000,0.0000,0.5128,3.1542,1.1227,1.0815,1.0224,-0.8004,-1.1772,NORMAL,0.0150,0.1260
2/14/2017,12047890.0000,30882949.0000,-18835059.0000,68566906.0000,68321569.0000,245337.0000,-18589722.0000,321.9500,342.4300,0.0042,0.0046,-0.3429,0.6040,-19.5094,-0.0145,-0.0210,-2.1342,15.3833,NORMAL,0.0150,0.1260
2/15/2017,20304973.0000,22331948.0000,-2026975.0000,75178382.0000,64620978.0000,10557403.0000,8530429.0000,322.4900,342.1900,-0.0017,0.0007,0.6854,-0.2769,0.8924,0.0964,-0.0542,42.0322,-1.4589,NORMAL,0.0150,0.1260
2/16/2017,16588257.0000,23015009.0000,-6426752.0000,81771572.0000,62521863.0000,19249709.0000,12822957.0000,320.7000,338.3700,0.0056,0.0112,-0.1830,0.0306,-2.1706,0.0877,-0.0325,0.8233,0.5032,NORMAL,0.0150,0.1260
2/17/2017,18089768.0000,28667341.0000,-10577573.0000,77031450.0000,65022271.0000,12009179.0000,1431606.0000,319.4200,339.8000,0.0040,-0.0042,0.0905,0.2456,-0.6459,-0.0580,0.0400,-0.3761,-0.8884,NORMAL,0.0150,0.1260
2/18/2017,8125340.0000,12474484.0000,-4349143.0000,56211169.0000,39210849.0000,17000320.0000,12651177.0000,318.6100,339.1000,0.0025,0.0021,-0.5508,-0.5649,0.5888,-0.2703,-0.3970,0.4156,7.8371,WEEKEND,0.0150,0.1260
2/19/2017,3540197.0000,6901228.0000,-3361031.0000,29259063.0000,26734325.0000,2524738.0000,-836293.0000,318.6100,339.1000,0.0000,0.0000,-0.5643,-0.4468,0.2272,-0.4795,-0.3182,-0.8515,-1.0661,WEEKEND,0.0150,0.1260
2/20/2017,17712648.0000,24130857.0000,-6418209.0000,72922806.0000,64466261.0000,8456545.0000,2038335.0000,318.6100,339.1000,0.0000,0.0000,4.0033,2.4966,-0.9096,1.4923,1.4114,2.3495,-3.4373,NORMAL,0.0150,0.1260
2/21/2017,12020060.0000,34426012.0000,-22405951.0000,74940725.0000,69924112.0000,5016614.0000,-17389338.0000,319.1900,339.0100,-0.0018,0.0003,-0.3214,0.4266,-2.4910,0.0277,0.0847,-0.4068,-9.5311,NORMAL,0.0150,0.1260
2/22/2017,19781645.0000,50869010.0000,-31087365.0000,100201823.0000,68703839.0000,31497984.0000,410619.0000,317.2600,334.3600,0.0060,0.0137,0.6457,0.4776,-0.3875,0.3371,-0.0175,5.2787,-1.0236,NORMAL,0.0150,0.1260
2/23/2017,14359920.0000,38362347.0000,-24002427.0000,80949813.0000,59806885.0000,21142928.0000,-2859499.0000,314.0900,330.0500,0.0100,0.0129,-0.2741,-0.2459,0.2279,-0.1921,-0.1295,-0.3288,-7.9639,NORMAL,0.0150,0.1260
2/24/2017,13922461.0000,35405255.0000,-21482795.0000,84493035.0000,64829425.0000,19663609.0000,-1819185.0000,312.6500,329.6000,0.0046,0.0014,-0.0305,-0.0771,0.1050,0.0438,0.0840,-0.0700,-0.3638,NORMAL,0.0150,0.1260
2/25/2017,11210177.0000,15333038.0000,-4122860.0000,61042387.0000,45201826.0000,15840561.0000,11717701.0000,311.4900,329.8400,0.0037,-0.0007,-0.1948,-0.5669,0.8081,-0.2775,-0.3028,-0.1944,-7.4412,WEEKEND,0.0150,0.1260
2/26/2017,4627208.0000,6861172.0000,-2233964.0000,30064104.0000,28079908.0000,1984196.0000,-249767.0000,311.4900,329.8400,0.0000,0.0000,-0.5872,-0.5525,0.4582,-0.5075,-0.3788,-0.8747,-1.0213,WEEKEND,0.0150,0.1260
2/27/2017,17530511.0000,22452510.0000,-4921999.0000,80517064.0000,70141266.0000,10375799.0000,5453800.0000,311.4900,329.8400,0.0000,0.0000,2.7886,2.2724,-1.2033,1.6782,1.4979,4.2292,-22.8356,NORMAL,0.0150,0.1260
2/28/2017,17548065.0000,14998801.0000,2549264.0000,75650185.0000,69912115.0000,5738071.0000,8287334.0000,312.4700,330.6900,-0.0031,-0.0026,0.0010,-0.3320,1.5179,-0.0604,-0.0033,-0.4470,0.5196,SALARY,0.0150,0.1260
3/1/2017,32164030.0000,20164175.0000,11999855.0000,86094764.0000,103512622.0000,-17417858.0000,-5418004.0000,312.7600,331.0900,-0.0009,-0.0012,0.8329,0.3444,-3.7072,0.1381,0.4806,-4.0355,-1.6538,SALARY,0.0150,0.1260
3/2/2017,43926339.0000,15435771.0000,28490569.0000,74925669.0000,113206985.0000,-38281316.0000,-9790748.0000,313.7900,330.6700,-0.0033,0.0013,0.3657,-0.2345,-1.3742,-0.1297,0.0937,1.1978,0.8071,NORMAL,0.0150,0.1260
3/3/2017,33921224.0000,18843104.0000,15078120.0000,78132409.0000,91597453.0000,-13465044.0000,1613076.0000,315.0000,331.5700,-0.0039,-0.0027,-0.2278,0.2207,0.4708,0.0428,-0.1909,-0.6483,-1.1648,NORMAL,0.0150,0.1260
3/4/2017,15621806.0000,10925732.0000,4696074.0000,57785078.0000,50158180.0000,7626897.0000,12322972.0000,317.4600,333.8700,-0.0078,-0.0069,-0.5395,-0.4202,0.6886,-0.2604,-0.4524,-1.5664,6.6394,WEEKEND,0.0150,0.1260
3/5/2017,8443502.0000,5101763.0000,3341740.0000,34203513.0000,32990729.0000,1212784.0000,4554524.0000,317.4600,333.8700,0.0000,0.0000,-0.4595,-0.5331,0.2884,-0.4081,-0.3423,-0.8410,-0.6304,WEEKEND,0.0150,0.1260
3/6/2017,17839995.0000,18473138.0000,-633143.0000,84320489.0000,75746659.0000,8573829.0000,7940687.0000,317.4600,333.8700,0.0000,0.0000,1.1129,2.6209,1.1895,1.4653,1.2960,6.0695,0.7435,NORMAL,0.0150,0.1260
3/7/2017,17262048.0000,20861349.0000,-3599301.0000,81939214.0000,63612397.0000,18326817.0000,14727516.0000,316.2600,335.2700,0.0038,-0.0042,-0.0324,0.1293,-4.6848,-0.0282,-0.1602,1.1375,0.8547,NORMAL,0.0150,0.1260
3/8/2017,5261192.0000,2887739.0000,2373453.0000,30685064.0000,21228015.0000,9457049.0000,11830502.0000,315.1600,332.8100,0.0035,0.0073,-0.6952,-0.8616,1.6594,-0.6255,-0.6663,-0.4840,-0.1967,HOLIDAY,0.0150,0.1260
3/9/2017,23842954.0000,12904134.0000,10938820.0000,74431398.0000,75787647.0000,-1356249.0000,9582571.0000,315.1600,332.8100,0.0000,0.0000,3.5319,3.4686,-3.6088,1.4257,2.5702,-1.1434,-0.1900,NORMAL,0.0150,0.1260
3/10/2017,15173445.0000,24557722.0000,-9384277.0000,81751541.0000,66165811.0000,15585729.0000,6201452.0000,316.8100,334.4600,-0.0052,-0.0050,-0.3636,0.9031,1.8579,0.0983,-0.1270,-12.4918,-0.3528,NORMAL,0.0150,0.1260
3/11/2017,13712681.0000,6688103.0000,7024578.0000,56602177.0000,37262276.0000,19339901.0000,26364479.0000,317.9700,337.4000,-0.0037,-0.0088,-0.0963,-0.7277,1.7485,-0.3076,-0.4368,0.2409,3.2513,WEEKEND,0.0150,0.1260
3/12/2017,8592633.0000,3354697.0000,5237936.0000,30401371.0000,38316288.0000,-7914917.0000,-2676980.0000,317.9700,337.4000,0.0000,0.0000,-0.3734,-0.4984,0.2543,-0.4629,0.0283,-1.4093,-1.1015,WEEKEND,0.0150,0.1260
3/13/2017,22435307.0000,20762859.0000,1672448.0000,71419787.0000,81203909.0000,-9784122.0000,-8111674.0000,317.9700,337.4000,0.0000,0.0000,1.6110,5.1892,0.6807,1.3492,1.1193,0.2362,2.0302,NORMAL,0.0150,0.1260
3/14/2017,20697331.0000,26395737.0000,-5698407.0000,70087795.0000,75792685.0000,-5704889.0000,-11403296.0000,318.0700,339.2200,-0.0003,-0.0054,-0.0775,0.2713,4.4072,-0.0187,-0.0666,-0.4169,0.4058,NORMAL,0.0150,0.1260
3/15/2017,17215019.0000,24712355.0000,-7497336.0000,73693940.0000,65939380.0000,7754560.0000,257224.0000,317.9600,338.1800,0.0003,0.0031,-0.1682,-0.0638,-0.3157,0.0515,-0.1300,-2.3593,-1.0226,NORMAL,0.0150,0.1260
3/16/2017,18729501.0000,33434755.0000,-14705254.0000,85741722.0000,69248971.0000,16492751.0000,1787497.0000,319.0200,339.0500,-0.0033,-0.0026,0.0880,0.3530,-0.9614,0.1635,0.0502,1.1268,5.9492,NORMAL,0.0150,0.1260
3/17/2017,14178219.0000,23101597.0000,-8923378.0000,73930402.0000,74628321.0000,-697919.0000,-9621297.0000,317.6300,340.2500,0.0044,-0.0035,-0.2430,-0.3091,0.3932,-0.1378,0.0777,-1.0423,-6.3826,NORMAL,0.0150,0.1260
3/18/2017,13020359.0000,16329746.0000,-3309387.0000,68308807.0000,55523611.0000,12785196.0000,9475809.0000,315.0500,339.3400,0.0081,0.0027,-0.0817,-0.2931,0.6291,-0.0760,-0.2560,-19.3190,-1.9849,WEEKEND,0.0150,0.1260
3/19/2017,5005731.0000,4424301.0000,581431.0000,38956252.0000,29111759.0000,9844493.0000,10425923.0000,315.5500,338.9300,-0.0016,0.0012,-0.6155,-0.7291,1.1757,-0.4297,-0.4757,-0.2300,0.1003,WEEKEND,0.0150,0.1260
3/20/2017,8109592.0000,7980498.0000,129093.0000,47355373.0000,34885693.0000,12469680.0000,12598773.0000,315.5500,338.9300,0.0000,0.0000,0.6201,0.8038,0.7780,0.2156,0.1983,0.2667,0.2084,NORMAL,0.0150,0.1260
3/21/2017,4553598.0000,6007779.0000,-1454181.0000,31252293.0000,28206903.0000,3045389.0000,1591208.0000,315.5500,338.9300,0.0000,0.0000,-0.4385,-0.2472,12.2646,-0.3400,-0.1914,-0.7558,-0.8737,HOLIDAY,0.0150,0.1260
3/22/2017,4164768.0000,3216432.0000,948336.0000,18233793.0000,23210900.0000,-4977106.0000,-4028771.0000,315.5500,338.9300,0.0000,0.0000,-0.0854,-0.4646,1.6521,-0.4166,-0.1771,-2.6343,-3.5319,HOLIDAY,0.0150,0.1260
3/23/2017,3415021.0000,5877030.0000,-2462010.0000,27438511.0000,32082187.0000,-4643675.0000,-7105685.0000,315.5500,338.9300,0.0000,0.0000,-0.1800,0.8272,3.5961,0.5048,0.3822,-0.0670,0.7637,HOLIDAY,0.0150,0.1260
3/24/2017,12465138.0000,19560036.0000,-7094898.0000,71134216.0000,69945864.0000,1188353.0000,-5906545.0000,315.5500,338.9300,0.0000,0.0000,2.6501,2.3282,-1.8818,1.5925,1.1802,-1.2559,-0.1688,NORMAL,0.0150,0.1260
3/25/2017,7737149.0000,9050500.0000,-1313351.0000,47876193.0000,40771490.0000,7104703.0000,5791352.0000,316.5600,342.1400,-0.0032,-0.0095,-0.3793,-0.5373,0.8149,-0.3270,-0.4171,4.9786,-1.9805,WEEKEND,0.0150,0.1260
3/26/2017,3350708.0000,6304870.0000,-2954162.0000,25050590.0000,27698579.0000,-2647990.0000,-5602152.0000,316.5600,342.1400,0.0000,0.0000,-0.5669,-0.3034,-1.2493,-0.4768,-0.3206,-1.3727,-1.9673,WEEKEND,0.0150,0.1260
3/27/2017,14044863.0000,20962036.0000,-6917173.0000,65740376.0000,68602215.0000,-2861838.0000,-9779011.0000,316.5600,342.1400,0.0000,0.0000,3.1916,2.3247,-1.3415,1.6243,1.4767,0.0808,0.7456,NORMAL,0.0150,0.1260
3/28/2017,16431448.0000,20117515.0000,-3686066.0000,66075503.0000,66889744.0000,-814241.0000,-4500308.0000,315.4300,342.7500,0.0036,-0.0018,0.1699,-0.0403,0.4671,0.0051,-0.0250,-0.7155,-0.5398,NORMAL,0.0150,0.1260
3/29/2017,10511097.0000,25022299.0000,-14511202.0000,66838370.0000,54095292.0000,12743078.0000,-1768124.0000,314.8300,341.8700,0.0019,0.0026,-0.3603,0.2438,-2.9368,0.0115,-0.1913,-16.6503,-0.6071,NORMAL,0.0150,0.1260
3/30/2017,15653592.0000,27326067.0000,-11672475.0000,69160406.0000,52092462.0000,17067945.0000,5395470.0000,315.1500,340.0500,-0.0010,0.0053,0.4892,0.0921,0.1956,0.0347,-0.0370,0.3394,-4.0515,NORMAL,0.0150,0.1260
3/31/2017,23504600.0000,22922813.0000,581786.0000,76231519.0000,59103678.0000,17127841.0000,17709628.0000,314.7900,337.9600,0.0011,0.0061,0.5015,-0.1611,1.0498,0.1022,0.1346,0.0035,2.2823,SALARY,0.0150,0.1260
4/1/2017,9918801.0000,8752023.0000,1166779.0000,56418903.0000,63839897.0000,-7420994.0000,-6254216.0000,313.7300,334.9400,0.0034,0.0089,-0.5780,-0.6182,-1.0055,-0.2599,0.0801,-1.4333,-1.3532,SALARY,0.0150,0.1260
4/2/2017,4673552.0000,4329429.0000,344123.0000,29301532.0000,34779643.0000,-5478112.0000,-5133988.0000,313.7300,334.9400,0.0000,0.0000,-0.5288,-0.5053,0.7051,-0.4806,-0.4552,-0.2618,-0.1791,WEEKEND,0.0150,0.1260
4/3/2017,16433607.0000,23946126.0000,-7512520.0000,77942207.0000,86182942.0000,-8240735.0000,-15753255.0000,313.7300,334.9400,0.0000,0.0000,2.5163,4.5310,22.8309,1.6600,1.4780,0.5043,2.0684,NORMAL,0.0150,0.1260
4/4/2017,11469627.0000,24307445.0000,-12837818.0000,76641664.0000,84977468.0000,-8335804.0000,-21173622.0000,313.4900,334.2100,0.0008,0.0022,-0.3021,0.0151,-0.7089,-0.0167,-0.0140,0.0115,0.3441,NORMAL,0.0150,0.1260
4/5/2017,13846289.0000,23884365.0000,-10038076.0000,104806881.0000,65924226.0000,38882655.0000,28844579.0000,312.6900,333.1400,0.0026,0.0032,0.2072,-0.0174,0.2181,0.3675,-0.2242,-5.6645,-2.3623,NORMAL,0.0150,0.1260
4/6/2017,10844639.0000,15399183.0000,-4554544.0000,78477206.0000,64004502.0000,14472704.0000,9918160.0000,312.0800,332.8000,0.0020,0.0010,-0.2168,-0.3553,0.5463,-0.2512,-0.0291,-0.6278,-0.6562,NORMAL,0.0150,0.1260
4/7/2017,17587655.0000,28961247.0000,-11373592.0000,90946766.0000,73634264.0000,17312502.0000,5938910.0000,312.9400,333.6900,-0.0028,-0.0027,0.6218,0.8807,-1.4972,0.1589,0.1505,0.1962,-0.4012,NORMAL,0.0150,0.1260
4/8/2017,11896962.0000,7683707.0000,4213255.0000,60585310.0000,39735312.0000,20849997.0000,25063252.0000,313.0200,332.9000,-0.0003,0.0024,-0.3236,-0.7347,1.3704,-0.3338,-0.4604,0.2043,3.2202,WEEKEND,0.0150,0.1260
4/9/2017,5715782.0000,4580840.0000,1134942.0000,31659182.0000,30191823.0000,1467359.0000,2602301.0000,313.0200,332.9000,0.0000,0.0000,-0.5196,-0.4038,0.7306,-0.4774,-0.2402,-0.9296,-0.8962,WEEKEND,0.0150,0.1260
4/10/2017,11579639.0000,20484515.0000,-8904877.0000,80446279.0000,72210076.0000,8236204.0000,-668673.0000,313.0200,332.9000,0.0000,0.0000,1.0259,3.4718,8.8461,1.5410,1.3917,4.6129,-1.2570,NORMAL,0.0150,0.1260
4/11/2017,14509948.0000,17840400.0000,-3330451.0000,80003596.0000,72551099.0000,7452497.0000,4122045.0000,313.2100,331.3400,-0.0006,0.0047,0.2531,-0.1291,0.6260,-0.0055,0.0047,-0.0952,-7.1645,NORMAL,0.0150,0.1260
4/12/2017,16146974.0000,20908013.0000,-4761039.0000,76414612.0000,66982462.0000,9432150.0000,4671111.0000,311.3700,330.3000,0.0059,0.0031,0.1128,0.1719,-0.4295,-0.0449,-0.0768,0.2656,0.1332,NORMAL,0.0150,0.1260
4/13/2017,9030950.0000,15784099.0000,-6753149.0000,67133130.0000,54126400.0000,13006731.0000,6253582.0000,311.7600,330.5300,-0.0013,-0.0007,-0.4407,-0.2451,-0.4184,-0.1215,-0.1919,0.3790,0.3388,NORMAL,0.0150,0.1260
4/14/2017,13275210.0000,27398224.0000,-14123014.0000,73723606.0000,63630832.0000,10092774.0000,-4030240.0000,311.7100,331.6600,0.0002,-0.0034,0.4700,0.7358,-1.0913,0.0982,0.1756,-0.2240,-1.6445,NORMAL,0.0150,0.1260
4/15/2017,5697737.0000,7815216.0000,-2117479.0000,57549705.0000,42030954.0000,15518752.0000,13401273.0000,310.8700,330.1800,0.0027,0.0045,-0.5708,-0.7148,0.8501,-0.2194,-0.3395,0.5376,-4.3252,WEEKEND,0.0150,0.1260
4/16/2017,2983497.0000,3701252.0000,-717755.0000,27047737.0000,25066551.0000,1981186.0000,1263431.0000,310.8700,330.1800,0.0000,0.0000,-0.4764,-0.5264,0.6610,-0.5300,-0.4036,-0.8723,-0.9057,WEEKEND,0.0150,0.1260
4/17/2017,11202611.0000,20749947.0000,-9547335.0000,71236246.0000,64720376.0000,6515870.0000,-3031465.0000,310.8700,330.1800,0.0000,0.0000,2.7549,4.6062,-12.3017,1.6337,1.5819,2.2889,-3.3994,NORMAL,0.0150,0.1260
4/18/2017,13218153.0000,21586611.0000,-8368459.0000,70947844.0000,64503210.0000,6444634.0000,-1923824.0000,310.8100,330.2700,0.0002,-0.0003,0.1799,0.0403,0.1235,-0.0040,-0.0034,-0.0109,-0.3654,NORMAL,0.0150,0.1260
4/19/2017,11349346.0000,15741736.0000,-4392391.0000,71981852.0000,60857693.0000,11124159.0000,6731768.0000,310.6600,331.0100,0.0005,-0.0022,-0.1414,-0.2708,0.4751,0.0146,-0.0565,0.7261,-4.4992,NORMAL,0.0150,0.1260
4/20/2017,10903811.0000,21926948.0000,-11023137.0000,74155772.0000,66301572.0000,7854200.0000,-3168937.0000,311.4600,334.0400,-0.0026,-0.0092,-0.0393,0.3929,-1.5096,0.0302,0.0895,-0.2940,-1.4707,NORMAL,0.0150,0.1260
4/21/2017,11837226.0000,18689647.0000,-6852422.0000,66928727.0000,66888961.0000,39766.0000,-6812656.0000,312.3800,336.1500,-0.0030,-0.0063,0.0856,-0.1476,0.3784,-0.0975,0.0089,-0.9949,1.1498,NORMAL,0.0150,0.1260
4/22/2017,7810984.0000,7326001.0000,484983.0000,45232856.0000,39676462.0000,5556394.0000,6041377.0000,312.7400,334.7300,-0.0012,0.0042,-0.3401,-0.6080,1.0708,-0.3242,-0.4068,138.7273,-1.8868,WEEKEND,0.0150,0.1260
4/23/2017,2599570.0000,3713821.0000,-1114251.0000,25211244.0000,28382491.0000,-3171247.0000,-4285498.0000,312.7400,334.7300,0.0000,0.0000,-0.6672,-0.4931,3.2975,-0.4426,-0.2847,-1.5707,-1.7094,WEEKEND,0.0150,0.1260
4/24/2017,11982374.0000,17651671.0000,-5669297.0000,71915243.0000,69287608.0000,2627635.0000,-3041661.0000,312.7400,334.7300,0.0000,0.0000,3.6094,3.7530,-4.0880,1.8525,1.4412,-1.8286,-0.2902,NORMAL,0.0150,0.1260
4/25/2017,10810781.0000,18240470.0000,-7429690.0000,70513772.0000,70062190.0000,451583.0000,-6978107.0000,311.8900,339.0200,0.0027,-0.0128,-0.0978,0.0334,-0.3105,-0.0195,0.0112,-0.8281,1.2942,NORMAL,0.0150,0.1260
4/26/2017,12291309.0000,17087140.0000,-4795830.0000,71332178.0000,64559623.0000,6772555.0000,1976725.0000,311.5800,339.0900,0.0010,-0.0002,0.1369,-0.0632,0.3545,0.0116,-0.0785,13.9974,-1.2833,NORMAL,0.0150,0.1260
4/27/2017,9822645.0000,18364001.0000,-8541356.0000,70150393.0000,61192551.0000,8957842.0000,416486.0000,312.4400,340.4700,-0.0028,-0.0041,-0.2008,0.0747,-0.7810,-0.0166,-0.0522,0.3227,-0.7893,NORMAL,0.0150,0.1260
4/28/2017,12009717.0000,24422883.0000,-12413166.0000,84439217.0000,62652724.0000,21786493.0000,9373327.0000,313.9000,342.0300,-0.0047,-0.0046,0.2227,0.3299,-0.4533,0.2037,0.0239,1.4321,21.5057,NORMAL,0.0150,0.1260
4/29/2017,11066088.0000,6319715.0000,4746373.0000,60358302.0000,38564664.0000,21793637.0000,26540010.0000,314.4000,343.8300,-0.0016,-0.0053,-0.0786,-0.7412,1.3824,-0.2852,-0.3845,0.0003,1.8314,WEEKEND,0.0150,0.1260
4/30/2017,2886122.0000,3546293.0000,-660171.0000,34235197.0000,25662882.0000,8572315.0000,7912145.0000,314.4000,343.8300,0.0000,0.0000,-0.7392,-0.4389,1.1391,-0.4328,-0.3345,-0.6067,-0.7019,SALARY,0.0150,0.1260
5/1/2017,4730367.0000,6276674.0000,-1546307.0000,34927540.0000,38838899.0000,-3911360.0000,-5457667.0000,314.4000,343.8300,0.0000,0.0000,0.6390,0.7699,-1.3423,0.0202,0.5134,-1.4563,-1.6898,HOLIDAY,0.0150,0.1260
5/2/2017,17954986.0000,17325106.0000,629880.0000,87618305.0000,82325804.0000,5292501.0000,5922381.0000,314.4000,343.8300,0.0000,0.0000,2.7957,1.7602,1.4073,1.5086,1.1197,-2.3531,-2.0851,NORMAL,0.0150,0.1260
5/3/2017,18480850.0000,24587404.0000,-6106555.0000,83589368.0000,103204084.0000,-19614716.0000,-25721271.0000,315.2200,344.0900,-0.0026,-0.0008,0.0293,0.4192,10.6948,-0.0460,0.2536,-4.7061,-5.3431,NORMAL,0.0150,0.1260
5/4/2017,23715621.0000,16165542.0000,7550079.0000,74780290.0000,92969393.0000,-18189102.0000,-10639023.0000,315.3500,343.9800,-0.0004,0.0003,0.2833,-0.3425,2.2364,-0.1054,-0.0992,-0.0727,-0.5864,NORMAL,0.0150,0.1260
5/5/2017,39503815.0000,23023530.0000,16480285.0000,94110103.0000,125124252.0000,-31014150.0000,-14533865.0000,315.6800,345.0400,-0.0010,-0.0031,0.6657,0.4242,-1.1828,0.2585,0.3459,0.7051,0.3661,NORMAL,0.0150,0.1260
5/6/2017,13520521.0000,9849381.0000,3671140.0000,71340715.0000,45654956.0000,25685760.0000,29356900.0000,318.0900,348.5300,-0.0076,-0.0101,-0.6577,-0.5722,0.7772,-0.2419,-0.6351,-1.8282,-3.0199,WEEKEND,0.0150,0.1260
5/7/2017,5399689.0000,3797574.0000,1602115.0000,35309172.0000,25385604.0000,9923568.0000,11525683.0000,318.0900,348.5300,0.0000,0.0000,-0.6006,-0.6144,0.5636,-0.5051,-0.4440,-0.6137,-0.6074,HOLIDAY,0.0150,0.1260
5/8/2017,7745484.0000,4690155.0000,3055329.0000,37780433.0000,36786769.0000,993664.0000,4048993.0000,318.0900,348.5300,0.0000,0.0000,0.4344,0.2350,-0.9071,0.0700,0.4491,-0.8999,-0.6487,NORMAL,0.0150,0.1260
5/9/2017,5283709.0000,4037183.0000,1246526.0000,25737617.0000,27951016.0000,-2213399.0000,-966873.0000,318.0900,348.5300,0.0000,0.0000,-0.3178,-0.1392,0.5920,-0.3188,-0.2402,-3.2275,-1.2388,HOLIDAY,0.0150,0.1260
5/10/2017,16803698.0000,25462740.0000,-8659043.0000,88177109.0000,82574601.0000,5602508.0000,-3056535.0000,318.0900,348.5300,0.0000,0.0000,2.1803,5.3071,7.9465,2.4260,1.9543,-3.5312,2.1613,NORMAL,0.0150,0.1260
5/11/2017,16303582.0000,30172421.0000,-13868839.0000,91445604.0000,80714811.0000,10730794.0000,-3138045.0000,318.4300,346.0400,-0.0011,0.0071,-0.0298,0.1850,-0.6017,0.0371,-0.0225,0.9154,0.0267,NORMAL,0.0150,0.1260
5/12/2017,12214243.0000,21806346.0000,-9592103.0000,80528695.0000,74557625.0000,5971071.0000,-3621033.0000,316.2500,343.7600,0.0068,0.0066,-0.2508,-0.2773,0.3084,-0.1194,-0.0763,-0.4436,0.1539,NORMAL,0.0150,0.1260
5/13/2017,6318327.0000,7493854.0000,-1175527.0000,58752507.0000,44381015.0000,14371492.0000,13195965.0000,315.5000,342.9800,0.0024,0.0023,-0.4827,-0.6563,0.8774,-0.2704,-0.4047,1.4069,-4.6443,WEEKEND,0.0150,0.1260
5/14/2017,4096189.0000,5660863.0000,-1564674.0000,31552880.0000,30250668.0000,1302212.0000,-262462.0000,315.5000,342.9800,0.0000,0.0000,-0.3517,-0.2446,-0.3310,-0.4630,-0.3184,-0.9094,-1.0199,WEEKEND,0.0150,0.1260
5/15/2017,18108609.0000,19311725.0000,-1203115.0000,77990561.0000,73589048.0000,4401512.0000,3198397.0000,315.5000,342.9800,0.0000,0.0000,3.4208,2.4114,0.2311,1.4717,1.4326,2.3800,-13.1861,NORMAL,0.0150,0.1260
5/16/2017,14471921.0000,21007020.0000,-6535099.0000,74887676.0000,76513330.0000,-1625654.0000,-8160753.0000,313.5200,343.8800,0.0063,-0.0026,-0.2008,0.0878,-4.4318,-0.0398,0.0397,-1.3693,-3.5515,NORMAL,0.0150,0.1260
5/17/2017,19130151.0000,17586684.0000,1543468.0000,71479649.0000,68438875.0000,3040775.0000,4584242.0000,312.0400,344.5900,0.0047,-0.0021,0.3219,-0.1628,1.2362,-0.0455,-0.1055,-2.8705,-1.5617,NORMAL,0.0150,0.1260
5/18/2017,16946550.0000,15369488.0000,1577062.0000,69924066.0000,68307723.0000,1616343.0000,3193404.0000,313.1800,347.4700,-0.0037,-0.0084,-0.1141,-0.1261,-0.0218,-0.0218,-0.0019,-0.4684,-0.3034,NORMAL,0.0150,0.1260
5/19/2017,12628226.0000,14740952.0000,-2112726.0000,70255575.0000,69678422.0000,577153.0000,-1535573.0000,313.5400,348.6300,-0.0011,-0.0033,-0.2548,-0.0409,2.3397,0.0047,0.0201,-0.6429,-1.4809,NORMAL,0.0150,0.1260
5/20/2017,6528244.0000,6091667.0000,436577.0000,53944597.0000,40728650.0000,13215947.0000,13652524.0000,312.5500,348.6800,0.0032,-0.0001,-0.4830,-0.5868,1.2066,-0.2322,-0.4155,21.8985,-9.8908,WEEKEND,0.0150,0.1260
5/21/2017,3637936.0000,4566013.0000,-928077.0000,27517066.0000,29188540.0000,-1671474.0000,-2599551.0000,312.5500,348.6800,0.0000,0.0000,-0.4427,-0.2504,3.1258,-0.4899,-0.2833,-1.1265,-1.1904,WEEKEND,0.0150,0.1260
5/22/2017,20493284.0000,17989402.0000,2503882.0000,71813569.0000,79130738.0000,-7317169.0000,-4813287.0000,312.5500,348.6800,0.0000,0.0000,4.6332,2.9398,3.6979,1.6098,1.7110,3.3777,0.8516,NORMAL,0.0150,0.1260
5/23/2017,18004142.0000,19199168.0000,-1195026.0000,68306874.0000,81117687.0000,-12810813.0000,-14005839.0000,310.7000,348.2000,0.0059,0.0014,-0.1215,0.0672,1.4773,-0.0488,0.0251,0.7508,1.9098,NORMAL,0.0150,0.1260
5/24/2017,14775439.0000,17908267.0000,-3132828.0000,69172673.0000,67506433.0000,1666240.0000,-1466588.0000,310.8300,349.9600,-0.0004,-0.0051,-0.1793,-0.0672,-1.6216,0.0127,-0.1678,-1.1301,-0.8953,NORMAL,0.0150,0.1260
5/25/2017,13473588.0000,15774312.0000,-2300724.0000,68731790.0000,65299259.0000,3432532.0000,1131807.0000,311.2000,347.7700,-0.0012,0.0063,-0.0881,-0.1192,0.2656,-0.0064,-0.0327,1.0600,-1.7717,NORMAL,0.0150,0.1260
