DATE,IN_FOR,OUT_FOR,IN_KZT,OUT_KZT
3/22/2017,4164768.00,3216432.00,18233793.00,23210900.00
3/23/2017,3415021.00,5877030.00,27438511.00,32082187.00
3/24/2017,12465138.00,19560036.00,71134216.00,69945864.00
3/25/2017,7737149.00,9050500.00,47876193.00,40771490.00
3/26/2017,3350708.00,6304870.00,25050590.00,27698579.00
3/27/2017,14044863.00,20962036.00,65740376.00,68602215.00
3/28/2017,16431448.00,20117515.00,66075503.00,66889744.00
3/29/2017,10511097.00,25022299.00,66838370.00,54095292.00
3/30/2017,15653592.00,27326067.00,69160406.00,52092462.00
3/31/2017,23504600.00,22922813.00,76231519.00,59103678.00
4/1/2017,9918801.00,8752023.00,56418903.00,63839897.00
4/2/2017,4673552.00,4329429.00,29301532.00,34779643.00
4/3/2017,16433607.00,23946126.00,77942207.00,86182942.00
4/4/2017,11469627.00,24307445.00,76641664.00,84977468.00
4/5/2017,13846289.00,23884365.00,104806881.00,65924226.00
4/6/2017,10844639.00,15399183.00,78477206.00,64004502.00
4/7/2017,17587655.00,28961247.00,90946766.00,73634264.00
4/8/2017,11896962.00,7683707.00,60585310.00,39735312.00
4/9/2017,5715782.00,4580840.00,31659182.00,30191823.00
4/10/2017,11579639.00,20484515.00,80446279.00,72210076.00
4/11/2017,14509948.00,17840400.00,80003596.00,72551099.00
4/12/2017,16146974.00,20908013.00,76414612.00,66982462.00
4/13/2017,9030950.00,15784099.00,67133130.00,54126400.00
4/14/2017,13275210.00,27398224.00,73723606.00,63630832.00
4/15/2017,5697737.00,7815216.00,57549705.00,42030954.00
4/16/2017,2983497.00,3701252.00,27047737.00,25066551.00
4/17/2017,11202611.00,20749947.00,71236246.00,64720376.00
4/18/2017,13218153.00,21586611.00,70947844.00,64503210.00
4/19/2017,11349346.00,15741736.00,71981852.00,60857693.00
4/20/2017,10903811.00,21926948.00,74155772.00,66301572.00
4/21/2017,11837226.00,18689647.00,66928727.00,66888961.00
4/22/2017,7810984.00,7326001.00,45232856.00,39676462.00
4/23/2017,2599570.00,3713821.00,25211244.00,28382491.00
4/24/2017,11982374.00,17651671.00,71915243.00,69287608.00
4/25/2017,10810781.00,18240470.00,70513772.00,70062190.00
4/26/2017,12291309.00,17087140.00,71332178.00,64559623.00
4/27/2017,9822645.00,18364001.00,70150393.00,61192551.00
4/28/2017,12009717.00,24422883.00,84439217.00,62652724.00
4/29/2017,11066088.00,6319715.00,60358302.00,38564664.00
4/30/2017,2886122.00,3546293.00,34235197.00,25662882.00
5/1/2017,4730367.00,6276674.00,34927540.00,38838899.00
5/2/2017,17954986.00,17325106.00,87618305.00,82325804.00
5/3/2017,18480850.00,24587404.00,83589368.00,103204084.00
5/4/2017,23715621.00,16165542.00,74780290.00,92969393.00
5/5/2017,39503815.00,23023530.00,94110103.00,125124252.00
5/6/2017,13520521.00,9849381.00,71340715.00,45654956.00
5/7/2017,5399689.00,3797574.00,35309172.00,25385604.00
5/8/2017,7745484.00,4690155.00,37780433.00,36786769.00
5/9/2017,5283709.00,4037183.00,25737617.00,27951016.00
5/10/2017,16803698.00,25462740.00,88177109.00,82574601.00
5/11/2017,16303582.00,30172421.00,91445604.00,80714811.00
5/12/2017,12214243.00,21806346.00,80528695.00,74557625.00
5/13/2017,6318327.00,7493854.00,58752507.00,44381015.00
5/14/2017,4096189.00,5660863.00,31552880.00,30250668.00
5/15/2017,18108609.00,19311725.00,77990561.00,73589048.00
5/16/2017,14471921.00,21007020.00,74887676.00,76513330.00
5/17/2017,19130151.00,17586684.00,71479649.00,68438875.00
5/18/2017,16946550.00,15369488.00,69924066.00,68307723.00
5/19/2017,12628226.00,14740952.00,70255575.00,69678422.00
5/20/2017,6528244.00,6091667.00,53944597.00,40728650.00
5/21/2017,3637936.00,4566013.00,27517066.00,29188540.00
5/22/2017,20493284.00,17989402.00,71813569.00,79130738.00
5/23/2017,18004142.00,19199168.00,68306874.00,81117687.00
5/24/2017,14775439.00,17908267.00,69172673.00,67506433.00
5/25/2017,13473588.00,15774312.00,68731790.00,65299259.00
5/26/2017,13210745.00,14983923.00,74268119.00,67642110.00
5/27/2017,7002413.00,6368703.00,51820282.00,40245649.00
5/28/2017,3093930.00,3080862.00,26999345.00,28085440.00
5/29/2017,11386156.00,16029673.00,72141682.00,65167471.00
5/30/2017,9854697.00,16973590.00,65250351.00,68027100.00
5/31/2017,10477025.00,15191192.00,76706240.00,60356706.00
6/1/2017,14703683.00,22399147.00,90521811.00,88140373.00
6/2/2017,12189192.00,23212343.00,90540363.00,85919490.00
6/3/2017,7612826.00,8370314.00,61175194.00,43615684.00
6/4/2017,5089201.00,5477545.00,34428166.00,31559855.00
6/5/2017,9483541.00,16546433.00,86102724.00,77179649.00
6/6/2017,11200790.00,20156029.00,86618520.00,71277711.00
6/7/2017,10444073.00,16101515.00,87574460.00,70682619.00
6/8/2017,11082037.00,18761565.00,83516809.00,62409826.00
6/9/2017,13351936.00,22389012.00,110082230.00,64200418.00
6/10/2017,9676962.00,9750489.00,66031833.00,39044692.00
6/11/2017,4840869.00,4729954.00,35315444.00,27117780.00
6/12/2017,16798657.00,21237528.00,82587021.00,84005617.00
6/13/2017,12947094.00,26595471.00,94722733.00,79427701.00
6/14/2017,14584324.00,18972524.00,79910020.00,77049485.00
6/15/2017,19086402.00,15186307.00,76011291.00,75148496.00
6/16/2017,27292325.00,30492148.00,89940131.00,85266085.00
6/17/2017,12428971.00,7737840.00,55445004.00,45378645.00
6/18/2017,6177139.00,4371891.00,30917893.00,32706308.00
6/19/2017,23368338.00,21785846.00,83060417.00,84076437.00
6/20/2017,38310775.00,19151106.00,73744276.00,105702712.00
6/21/2017,50820577.00,20005466.00,79723138.00,109433653.00
6/22/2017,43140333.00,19494535.00,78358492.00,103556363.00
6/23/2017,23331038.00,28891774.00,81646898.00,82266924.00
6/24/2017,10205304.00,13985420.00,54326402.00,44642669.00
6/25/2017,4667113.00,6038898.00,26892607.00,29384257.00
6/26/2017,15885191.00,35283962.00,88364936.00,70527022.00
6/27/2017,18986727.00,29008854.00,82508904.00,76430022.00
6/28/2017,17182539.00,19023249.00,78004626.00,73863820.00
6/29/2017,14557150.00,24476667.00,77542566.00,66097129.00
6/30/2017,18203538.00,21846163.00,86506830.00,65480136.00
7/1/2017,11965990.00,14292578.00,79330162.00,73068976.00
7/2/2017,6303676.00,4776328.00,41596060.00,36980175.00
7/3/2017,16469748.00,17759695.00,87888369.00,91755744.00
7/4/2017,16254822.00,19070030.00,91302594.00,89718436.00
7/5/2017,22586792.00,18999550.00,115214654.00,80052513.00
7/6/2017,7014502.00,5270393.00,58308137.00,39591277.00
7/7/2017,8938971.00,6264455.00,51315328.00,38673997.00
7/8/2017,4747072.00,5759220.00,42036000.00,33138882.00
7/9/2017,3990795.00,4742130.00,30484209.00,31307785.00
7/10/2017,20195996.00,21230362.00,94030426.00,85255751.00
7/11/2017,21522977.00,30107455.00,98057623.00,96131581.00
7/12/2017,20620168.00,30126255.00,92679716.00,79866480.00
7/13/2017,13617940.00,23766597.00,84918539.00,74225330.00
7/14/2017,13655901.00,25663465.00,88600505.00,75895497.00
7/15/2017,8891435.00,8626423.00,59546221.00,45011147.00
7/16/2017,4543637.00,3738476.00,32600390.00,30981413.00
7/17/2017,14349995.00,18011987.00,78332346.00,73381279.00
7/18/2017,14704709.00,18568831.00,81703930.00,83494820.00
7/19/2017,17854018.00,19006270.00,79634953.00,77109595.00
7/20/2017,17099309.00,18616086.00,78206226.00,73245744.00
7/21/2017,17895382.00,20385247.00,80362127.00,79689835.00
7/22/2017,11101506.00,7400474.00,50489348.00,47991072.00
7/23/2017,4205777.00,3057654.00,27800461.00,33696069.00
7/24/2017,16180817.00,16148366.00,76562742.00,77071174.00
7/25/2017,15108864.00,22417439.00,77475812.00,80930320.00
7/26/2017,20684250.00,18657167.00,74005805.00,81651819.00
7/27/2017,24485396.00,16802446.00,66579953.00,80706311.00
7/28/2017,20991282.00,17906170.00,71387216.00,89545079.00
7/29/2017,13169542.00,8357066.00,49203950.00,44813435.00
7/30/2017,7049992.00,6056559.00,29143254.00,30695629.00
7/31/2017,31848128.00,20728152.00,79165541.00,85434303.00
8/1/2017,69271648.00,29751643.00,103107382.00,163450555.00
8/2/2017,138256883.00,21073823.00,89373527.00,237146798.00
8/3/2017,80764407.00,32761530.00,90742323.00,160640712.00
8/4/2017,49471495.00,33133920.00,97463174.00,119007673.00
8/5/2017,24899404.00,7302391.00,56390802.00,59525418.00
8/6/2017,10279019.00,3327025.00,33800783.00,38467778.00
8/7/2017,35068753.00,21745174.00,78352137.00,93443900.00
8/8/2017,25356525.00,22258701.00,79746890.00,95436741.00
8/9/2017,24924573.00,17815924.00,79212462.00,85038961.00
8/10/2017,26254648.00,19777104.00,81681659.00,86802933.00
8/11/2017,29503914.00,19300395.00,78331793.00,89849360.00
8/12/2017,15182706.00,7480092.00,59239299.00,49201598.00
8/13/2017,7044910.00,4480919.00,31599677.00,34090200.00
8/14/2017,22054276.00,16582649.00,78415847.00,84368325.00
8/15/2017,26944847.00,19666778.00,76484078.00,95724234.00
8/16/2017,25393323.00,18178809.00,78771772.00,82124055.00
8/17/2017,20674881.00,16179899.00,65221227.00,80937708.00
8/18/2017,22856254.00,23935601.00,72417772.00,79290386.00
8/19/2017,15548904.00,8632605.00,49785361.00,49165688.00
8/20/2017,7661980.00,4367026.00,31560907.00,37370453.00
8/21/2017,25834785.00,19483714.00,72104357.00,85749965.00
8/22/2017,24085463.00,25120289.00,71442942.00,90168945.00
8/23/2017,22954737.00,19695877.00,72618631.00,85411493.00
8/24/2017,25576353.00,20016307.00,61127160.00,87110728.00
8/25/2017,19258992.00,21112318.00,79475612.00,85163268.00
8/26/2017,12524307.00,9171168.00,48081662.00,46934521.00
8/27/2017,6445183.00,5905165.00,29185613.00,31344850.00
8/28/2017,21880065.00,20833997.00,77806301.00,75687715.00
8/29/2017,26333982.00,29602992.00,84676591.00,89448005.00
8/30/2017,16688474.00,8852316.00,42854270.00,51391223.00
8/31/2017,55002736.00,24957190.00,95983926.00,119654089.00
9/1/2017,23820241.00,11947177.00,47301217.00,63538977.00
9/2/2017,21126307.00,13839447.00,50900932.00,59109410.00
9/3/2017,10791397.00,6408467.00,30370454.00,38868698.00
9/4/2017,45426348.00,27882055.00,89554684.00,128411401.00
9/5/2017,69806112.00,34627545.00,96279393.00,158434574.00
9/6/2017,70238676.00,31565869.00,97597239.00,133109652.00
9/7/2017,48335770.00,32246944.00,93143601.00,108418363.00
9/8/2017,54192752.00,27324488.00,88717959.00,109550596.00
9/9/2017,23825119.00,8816296.00,68445919.00,55373803.00
9/10/2017,11522995.00,5030064.00,35940487.00,36591587.00
9/11/2017,31875259.00,17933777.00,85559111.00,91632467.00
9/12/2017,34871530.00,24992939.00,80807825.00,93323262.00
9/13/2017,29871845.00,22190376.00,73625444.00,81110115.00
9/14/2017,24431674.00,20382250.00,82879596.00,73890902.00
9/15/2017,19890000.00,24960222.00,81178367.00,76201804.00
9/16/2017,14967391.00,11102761.00,58317483.00,48189318.00
9/17/2017,5223065.00,6945405.00,31873429.00,31927552.00
9/18/2017,20053338.00,24421626.00,75903324.00,74755645.00
9/19/2017,26683057.00,26707774.00,84396222.00,79942742.00
9/20/2017,19097238.00,23468443.00,87234357.00,77085656.00
9/21/2017,25254591.00,20844813.00,65115425.00,80325708.00
9/22/2017,22044760.00,24210930.00,78387395.00,75966865.00
9/23/2017,13619673.00,9196394.00,50347289.00,45689930.00
9/24/2017,5540169.00,6035859.00,27986004.00,30941137.00
9/25/2017,20581110.00,30712016.00,74335010.00,74375779.00
9/26/2017,25620649.00,27399662.00,78792947.00,76936882.00
9/27/2017,18600537.00,24240775.00,74800604.00,68630046.00
9/28/2017,15414331.00,22714743.00,73039104.00,65236436.00
9/29/2017,17423059.00,27126037.00,79008350.00,69362440.00
9/30/2017,11270083.00,8182170.00,55344948.00,41611022.00
10/1/2017,7295699.00,8806303.00,40578215.00,47098841.00
10/2/2017,20336227.00,35447493.00,94816850.00,107739238.00
10/3/2017,23467678.00,29801503.00,86665427.00,105312466.00
10/4/2017,30556035.00,22116650.00,86541633.00,87326786.00
10/5/2017,34790830.00,25690739.00,83785101.00,92927240.00
10/6/2017,32520154.00,30806049.00,91349899.00,92228700.00
10/7/2017,15895867.00,8746190.00,63126011.00,50302566.00
10/8/2017,9168583.00,5302663.00,39145780.00,35764784.00
10/9/2017,28719431.00,19448720.00,89721442.00,88431573.00
10/10/2017,36194346.00,29497390.00,87923505.00,97727935.00
10/11/2017,38075005.00,26184286.00,88464061.00,88385660.00
10/12/2017,27317712.00,28194633.00,77661881.00,77849169.00
10/13/2017,28705792.00,24802359.00,75589412.00,80102454.00
10/14/2017,15101101.00,8288057.00,63271940.00,47521283.00
10/15/2017,7175139.00,5213418.00,36280864.00,33018300.00
10/16/2017,20701547.00,30445583.00,100146465.00,76350540.00
10/17/2017,26607022.00,30021744.00,79258381.00,86955275.00
10/18/2017,17601796.00,18782250.00,75300830.00,74933264.00
10/19/2017,20326641.00,24060469.00,70538671.00,68628859.00
10/20/2017,23271558.00,28853012.00,77105257.00,80479868.00
10/21/2017,15290155.00,10067774.00,50214586.00,41929399.00
10/22/2017,5304512.00,4987872.00,32158451.00,32453722.00
10/23/2017,18241615.00,22315233.00,75718964.00,76539047.00
10/24/2017,17697545.00,28398213.00,74281619.00,73328982.00
10/25/2017,22960188.00,23117875.00,70839818.00,74530144.00
10/26/2017,14823945.00,20564239.00,66284810.00,73035634.00
10/27/2017,13137236.00,26317407.00,71941788.00,68664844.00
10/28/2017,8613452.00,13250400.00,56806264.00,40382265.00
10/29/2017,5687727.00,6502709.00,33854786.00,30098040.00
10/30/2017,15784322.00,23393486.00,72431378.00,61331875.00
10/31/2017,15815909.00,25137129.00,80951444.00,62475750.00
11/1/2017,23040308.00,30513440.00,98325230.00,86231999.00
11/2/2017,17366796.00,29778613.00,89805205.00,86759105.00
11/3/2017,17326149.00,30407622.00,85379143.00,76154777.00
11/4/2017,11694504.00,11634278.00,60559279.00,44317224.00
11/5/2017,6258859.00,6002315.00,36322886.00,30621628.00
11/6/2017,18461604.00,29822648.00,93398904.00,74830252.00
11/7/2017,19419367.00,36138752.00,91692043.00,77672470.00
11/8/2017,14120138.00,35318274.00,88838138.00,62818925.00
11/9/2017,16025261.00,23405797.00,79799035.00,69484508.00
11/10/2017,16286197.00,31461371.00,90215369.00,73991383.00
11/11/2017,9373426.00,12258930.00,63760521.00,43415147.00
11/12/2017,5452144.00,6807966.00,40080289.00,31383455.00
11/13/2017,16094583.00,25100340.00,86709735.00,71038688.00
11/14/2017,16414107.00,26042476.00,84030023.00,76781927.00
11/15/2017,18947640.00,20990797.00,84332843.00,72599447.00
11/16/2017,23729559.00,23850475.00,82147193.00,76011914.00
11/17/2017,21197990.00,26875837.00,78030308.00,74230620.00
11/18/2017,8715733.00,10324954.00,55121407.00,43658368.00
11/19/2017,5222414.00,6137209.00,34235995.00,31728682.00
11/20/2017,20310665.00,19268308.00,76500773.00,77961717.00
11/21/2017,17346247.00,32965516.00,81227871.00,76347177.00
11/22/2017,13557110.00,20325044.00,79589457.00,63499386.00
11/23/2017,14169689.00,18488796.00,76181429.00,65853722.00
11/24/2017,13615517.00,20735754.00,79395912.00,71377992.00
11/25/2017,9845644.00,8943324.00,57087303.00,46575400.00
11/26/2017,4828284.00,6096336.00,31700711.00,31790733.00
11/27/2017,14533108.00,18792284.00,76651103.00,67501316.00
11/28/2017,15924741.00,25505293.00,73601891.00,65224097.00
11/29/2017,14474159.00,24245267.00,78005967.00,66057279.00
11/30/2017,13836929.00,19712805.00,104837427.00,69909006.00
12/1/2017,7690724.00,11241956.00,57767990.00,49187607.00
12/2/2017,6859386.00,10061183.00,46914721.00,45924332.00
12/3/2017,4628366.00,5151981.00,30366443.00,33024184.00
12/4/2017,19335462.00,24748719.00,93798681.00,83302995.00
12/5/2017,15505273.00,27695713.00,95424237.00,82524390.00
12/6/2017,17342146.00,21217613.00,96099609.00,67061671.00
12/7/2017,19037433.00,23975712.00,89363243.00,70667417.00
12/8/2017,19727781.00,24591834.00,96065059.00,74535626.00
12/9/2017,9768702.00,9021533.00,69637428.00,42747275.00
12/10/2017,4205409.00,6232235.00,43554084.00,32012997.00
12/11/2017,13671258.00,17102739.00,86536711.00,70047252.00
12/12/2017,14586899.00,28337680.00,95939115.00,72295349.00
12/13/2017,15838292.00,20814436.00,128111806.00,102078336.00
12/14/2017,13599478.00,20045820.00,92291509.00,70605537.00
12/15/2017,13869434.00,23363865.00,107050706.00,72567047.00
12/16/2017,8666101.00,7839066.00,53804665.00,29655661.00
12/17/2017,3984371.00,4624805.00,39262073.00,26208314.00
12/18/2017,7843968.00,8327272.00,44635640.00,34313203.00
12/19/2017,7324133.00,9476232.00,55870388.00,46316380.00
12/20/2017,13298716.00,22751368.00,88759792.00,77030869.00
12/21/2017,15422274.00,34653132.00,90509450.00,78388351.00
12/22/2017,17120748.00,21769398.00,88793457.00,80480324.00
12/23/2017,10855448.00,8428731.00,67594281.00,49818172.00
12/24/2017,6088970.00,4919560.00,39974626.00,36381382.00
12/25/2017,19134737.00,18842902.00,90921361.00,85001625.00
12/26/2017,17161390.00,23686298.00,97684837.00,82104013.00
12/27/2017,18415922.00,28505669.00,109182362.00,74400028.00
12/28/2017,23581998.00,18910454.00,125252594.00,87444074.00
12/29/2017,30869471.00,24580964.00,159131635.00,80679766.00
12/30/2017,15637475.00,7578573.00,110845979.00,40306730.00
12/31/2017,7786047.00,2126492.00,56287388.00,24947563.00
