,0
1304,10881528.366740635
1305,2962640.9729568474
1306,5025318.910019143
1307,2699413.7369707087
1308,2935366.5171671035
1309,3964244.451059422
1310,2206349.304311717
1311,3269041.9281392875
1312,1885184.3012472678
1313,1441140.3974703525
1314,2972699.363689821
1315,1918023.1784684244
1316,2397494.3974997923
1317,2936270.4863172364
1318,3070686.4401695225
1319,5897175.1617164
1320,1199699.2703936368
1321,1943622.9364041327
1322,1630299.2632773365
1323,3538727.3555381014
1324,1594642.8962436877
1325,3757718.3684163336
1326,7749658.99258213
1327,1921172.6893608444
1328,906243.8520264468
1329,2555244.6123223826
1330,6927651.105374138
1331,3040054.667786092
1332,1681260.2301028378
1333,3806953.0200846368
1334,4696773.189523155
1335,3759821.3331786855
1336,2145781.1392262396
1337,3191364.134070152
1338,5551706.828100628
1339,1352036.1818741427
1340,2055924.2734413284
1341,3860849.5891369074
1342,1954891.2135560878
1343,1356219.403209141
1344,1078037.085988685
1345,2832884.2467202567
1346,2285107.3675279943
1347,1487460.8521633518
1348,1312845.4281738552
1349,5458470.69860178
1350,3107125.60100618
1351,1631027.122781069
1352,2865841.4959424646
1353,1619371.2739837884
1354,13035637.123343183
1355,5451734.521674336
1356,2815234.3385004066
1357,2542116.386050163
1358,6974312.856227838
1359,3809200.5329907867
1360,1495643.6344907212
1361,2352341.8705182485
1362,1901288.9894969333
1363,9506777.150437173
1364,3319689.1919060014
1365,3846728.945728237
1366,2782535.0340686776
1367,1048812.8643696613
1368,1922040.1919758036
1369,3272494.7506049583
1370,3102934.9744356484
1371,3106757.1219864027
1372,2621741.0904675424
1373,3512816.8784422795
1374,3047088.7262784694
1375,2295153.3368647937
1376,2723893.0926320027
1377,16219856.287530502
1378,1162714.6901565348
1379,4478689.764386113
1380,1001359.9515631502
1381,4144145.525967747
1382,2035541.20814291
1383,3047088.7262784694
1384,1454234.8159776805
1385,928212.1294644303
1386,3811809.0738889044
1387,5190538.712703215
1388,2855314.6665511383
1389,2205569.3086658227
1390,3164277.553413877
1391,5002171.980045019
1392,2652096.596440244
1393,5392516.101832475
1394,2188234.22337092
1395,2663389.058062551
1396,2490633.6116978084
1397,1743616.5126617458
1398,4971394.4847947555
1399,6517028.891665596
1400,2699413.7369707087
1401,964021.2225804654
1402,4093164.2497892203
1403,3003656.0925271763
1404,2558798.5309694395
1405,8431869.483601611
1406,3731825.516804673
1407,1515328.8187122007
1408,2289485.6991544953
1409,9397029.575711688
1410,3816588.8626377084
1411,3960199.983382375
1412,3966248.452696092
1413,3106573.06239423
1414,3866218.9693999887
1415,1059249.338197135
1416,2408291.1151402406
1417,2255433.4970274055
1418,4777869.468716368
1419,1339102.5561254101
1420,5366788.021846155
1421,7703419.098078543
1422,11786527.353636136
1423,3641362.2052278686
1424,1743248.4001772008
1425,2500155.0195833826
1426,4470482.765103083
1427,7652393.568271445
1428,1651602.649044985
1429,2918345.611011414
1430,1956445.0009124712
1431,2542860.5281113773
1432,2353413.5631295657
1433,5851284.075534967
1434,5769506.646932557
1435,2390778.150677444
1436,1925966.7632753898
1437,2660412.8817216004
1438,6137651.7758844355
1439,1268236.5428084668
1440,9310788.60853666
1441,2385993.1043391856
1442,2303591.61403601
1443,2831751.92253185
1444,3185642.5844784114
1445,5032472.683760856
1446,1030662.0750504921
1447,2699413.7369707087
1448,5889399.690671461
1449,2928611.1391029414
1450,4445960.1530308025
1451,3542817.0694114654
1452,3291960.1100188443
1453,3459589.924430928
1454,1118130.1342337632
1455,2476129.4305415354
1456,7598735.213364146
1457,2330831.5491382703
1458,4728213.5329516
1459,1030662.0750504921
1460,4553166.8655796815
1461,3314072.8269521124
1462,3263638.8021288775
1463,2605444.775565811
1464,1358963.4159164433
1465,2699413.7369707087
1466,2305392.9825827843
1467,2936270.4863172364
1468,4219449.719045911
1469,2157791.2144650626
1470,2089564.5195643282
1471,5034378.523792654
1472,2366755.2918545366
1473,2846107.1248677275
1474,2356878.691580937
1475,1246291.7897485017
1476,1855717.450136004
1477,2753587.8424654743
1478,5830169.629636263
1479,3694835.209790416
1480,7702688.208884739
1481,5165264.374012096
1482,3386760.127180111
1483,10060851.046881799
1484,2497703.6474109245
1485,2594667.3781051487
1486,2537053.0011774073
1487,3049188.3458855925
1488,3433437.192703666
1489,3851033.231403333
1490,5561763.420957625
1491,2309679.113400164
1492,2401864.074285093
1493,6272499.710428709
1494,3168908.665317146
1495,4481665.43114718
1496,2949920.4043002343
1497,1224352.1268115842
1498,5727861.567042269
1499,2693792.020940156
1500,1579091.4507935983
1501,4539569.978138096
1502,894581.7191987539
1503,4629569.730775414
1504,2407191.33183869
1505,1934524.4198114427
1506,2065903.2231324168
1507,4026849.119754589
1508,4271353.322939859
1509,2287477.9036162514
1510,3492302.53242611
1511,1895281.5155428792
1512,1653487.3798898244
1513,6781139.945060574
1514,1304494.6825758363
1515,5093914.655456495
1516,1011072.4213853643
1517,2500155.0195833826
1518,1322064.3229598966
1519,1219803.2942381136
1520,2906462.437066317
1521,4140402.6187602
1522,3534010.6886842437
1523,2101678.6101318235
1524,2587253.5233647735
1525,1730623.9153478676
1526,5035409.045205471
1527,3437669.3578691515
1528,2116053.7382759103
1529,5552412.942855663
1530,2190912.268978772
1531,2285519.5932907127
1532,1128985.323906278
1533,15863451.041086243
1534,3843455.0276990845
1535,1339102.5561254101
1536,2356972.0153570445
1537,1647159.4005013935
1538,4059249.502488098
1539,2414221.6929251384
1540,2706554.0602430855
1541,2515243.9097455274
1542,3540236.3827062272
1543,2587553.87528446
1544,2203310.695827418
1545,2141987.2743553356
1546,1647159.4005013935
1547,2308584.9448261643
1548,5554385.549745399
1549,1049536.868374921
1550,2292951.817974818
1551,3124526.619703625
1552,5958278.430371479
1553,3165629.1761480197
1554,2820914.400409456
1555,3400568.629848748
1556,3072371.7943209526
1557,5202398.113528736
1558,2221710.8895154693
1559,4770232.2065165425
1560,2288141.4780120575
1561,4374898.829187785
1562,2086837.5230512677
1563,2198698.8608826087
1564,3780982.0204682183
1565,5902182.660701068
1566,2941019.1722476087
1567,2007413.5875616614
1568,2117616.5308884396
1569,3299753.4429436675
1570,2204961.518796266
1571,3750969.068752786
1572,1323457.2439465087
1573,8156590.147550377
1574,1985936.6516069772
1575,2699413.7369707087
1576,2956827.9339802796
1577,1726521.1047518547
1578,1913161.40938936
1579,4369952.568280589
1580,3759821.3331786855
1581,1817664.2653399592
1582,2356878.691580937
1583,2438574.2015518867
1584,1763155.4770958363
1585,1487460.8521633518
1586,2262848.523856447
1587,3729846.9233212355
1588,7284877.860490427
1589,1647210.4050075775
1590,5608020.913094702
1591,3419013.703137734
1592,2417753.0378870293
1593,1533023.2970483715
1594,1954891.2135560878
1595,1352966.5986852418
1596,1039521.8420807867
1597,10579659.245607022
1598,1027874.783726498
1599,4195894.184223877
1600,3447309.6206813203
1601,2982962.746975054
1602,4580870.156340851
1603,2753098.669716605
1604,2650345.9531254903
1605,4972071.188711606
1606,1943622.9364041327
1607,2071932.4515583487
1608,2973165.9663471174
1609,3231621.6762550594
1610,4039709.3023089464
1611,4763404.583651347
1612,1305819.4269483993
1613,4449219.50292784
1614,2775008.9511334514
1615,4374886.43120232
1616,3047088.7262784694
1617,2270851.4019709798
1618,2585937.9004701893
1619,1932041.4901213578
1620,17491214.528177578
1621,2129746.478179807
1622,3417048.5247058556
1623,1678830.5493930017
1624,2847979.229473232
1625,2200493.0206152652
1626,6188578.611109736
1627,2593406.9129786114
1628,3269041.9281392875
1629,1910534.792897812
1630,2273605.641152101
1631,7759388.035221239
1632,2753098.669716605
1633,5436181.075911088
1634,2342857.170948219
1635,1403618.1882523478
1636,2579491.559920321
1637,2576817.631973336
1638,2105861.0367498114
1639,5907683.579075197
1640,5791879.7948828405
1641,9383088.3230439
1642,2936270.4863172364
1643,5416651.698129153
1644,2978209.7900305907
1645,4846635.310390848
1646,5497687.860685293
1647,3549765.375267119
1648,3817878.024341598
1649,5627560.987427091
1650,2936270.4863172364
1651,2917425.382288109
1652,2243784.0013129963
1653,2396047.8585848873
1654,2288141.4780120575
1655,3759821.3331786855
1656,1552600.2683024965
1657,3130735.6744714454
1658,1107155.446187872
1659,1919311.4971900508
1660,3988481.631458728
1661,2482207.631190515
1662,3097930.0754259
1663,2703707.3442747686
1664,4027634.7155837966
1665,2597200.169933627
1666,2173588.11548269
1667,3486956.077298007
1668,5426476.713623173
1669,2469257.2135228394
1670,6347671.79101148
1671,7529779.672777162
1672,2129144.6010474237
1673,3165416.576981254
1674,4437379.123036665
1675,3703726.7686952283
1676,3694835.209790416
1677,2855313.5709354826
1678,3149370.141303446
1679,1144748.16747665
1680,3746545.7237301175
1681,3711189.0739963623
1682,1481602.3574985191
1683,2234447.8694859073
1684,6233626.74625353
1685,3746712.526548803
1686,2300862.6317352504
1687,4166883.118672513
1688,2098558.186145393
1689,2918345.611011414
1690,2976588.1395830624
1691,1925000.8560014446
1692,2772905.805333986
1693,4505640.160008655
1694,3073367.513092149
1695,2502048.048145909
1696,5253954.926686616
1697,4641824.010273856
1698,3980356.031988093
1699,2755338.485780228
1700,2547694.8611746877
1701,4219904.006215015
1702,2570089.9153130087
1703,4920923.130277836
1704,5588798.746290585
1705,3215102.9364528717
1706,1251001.9368748602
1707,4097169.941776069
1708,1419359.9717058425
1709,1272800.1578141307
1710,2204734.8869663063
1711,2551257.057044736
1712,3250179.429797217
1713,2219685.6567765675
1714,4016499.099219425
1715,3036760.7651091754
1716,1366092.9330969604
1717,7841001.364867803
1718,2862121.172017402
1719,2178957.6651545707
1720,2330410.5909156753
1721,3173459.5787234176
1722,2801588.1533471784
1723,2016159.6654392679
1724,3267647.765802643
1725,1339102.5561254101
1726,2789278.0135618784
1727,3097586.4120249082
1728,1856813.237578731
1729,3028495.4334486728
1730,3269041.9281392875
1731,2131064.5413285503
1732,1997621.809775036
1733,2500155.0195833826
1734,3123814.897967549
1735,1849353.3573987219
1736,2263070.5792982266
1737,3785890.7649559714
1738,14636075.574817179
1739,882515.6860150701
1740,2936270.4863172364
1741,2500155.0195833826
1742,7165449.399525577
1743,2598247.8048776956
1744,1831110.8574082064
1745,2679684.689265921
1746,5906451.263158589
1747,7841001.364867803
1748,2896883.52063705
1749,2268198.7006124863
1750,4549927.720448423
1751,1641836.74165254
1752,3278143.2328560557
1753,2097575.7995358105
1754,3578635.165309827
1755,4470482.765103083
1756,3101510.3674662965
1757,4865818.518195838
1758,1750014.3903417012
1759,3038483.7758448427
1760,2677475.7153367
1761,2032866.6147325358
1762,1187220.0115433577
1763,4652541.7126930505
1764,1337964.8494451893
1765,4762031.6968290415
1766,907222.7661992804
1767,2131064.5413285503
1768,2458176.7218622533
1769,2711187.2496749703
1770,1243563.094962749
1771,2131064.5413285503
1772,3980356.031988093
1773,3174126.7245832616
1774,2267274.694472228
1775,8482195.427984357
1776,2363493.168766691
1777,1251001.9368748602
1778,2542116.386050163
1779,2577009.668534976
1780,3832959.8830967564
1781,3952565.177139381
1782,1487460.8521633518
1783,2834298.7048498825
1784,4098634.2694537695
1785,4027634.7155837966
1786,7841001.364867803
1787,2977194.139729519
1788,1431549.4032098127
1789,4534622.516888505
1790,2725084.762759233
1791,2153063.944860592
1792,2650345.9531254903
1793,4277044.079073203
1794,2287477.9036162514
1795,877920.6427119385
1796,2355984.749282887
1797,1336987.1704690582
1798,1678942.3421023514
1799,3102934.9744356484
1800,3492337.943951342
1801,1857415.236367046
1802,2000744.7064497038
1803,2819703.691220689
1804,4625520.367158211
1805,2930814.5795587697
1806,2520578.7506620563
1807,3510282.356671674
1808,2522009.899910028
1809,4138144.4898374276
1810,2767804.182397025
1811,833615.5999121291
1812,2312845.1135597466
1813,3463014.9275377956
1814,3548428.5979663976
1815,2562186.5628428855
1816,9652098.604966788
1817,10521612.457490072
1818,4795658.955194205
1819,2497703.6474109245
1820,5786499.535111702
1821,2784453.656815345
1822,1942408.6951312637
1823,6323264.116355367
1824,8933927.316706827
1825,3816988.874190934
1826,5433051.006345904
1827,5164561.444414927
1828,2202734.2268064134
1829,3108196.74013499
1830,2539800.5779839642
1831,4299574.5645435555
1832,4151973.0829541953
1833,1561672.9201707523
1834,5482042.413753835
1835,2260145.1492910385
1836,4490222.087953213
1837,4068999.887641389
1838,4016499.099219425
1839,1457147.3702591078
1840,1459222.316643793
1841,7620633.824737481
1842,3340874.7634041305
1843,3283469.546209146
1844,4359614.79585072
1845,5793501.546155843
1846,2862121.172017402
1847,2101156.9605825585
1848,2505389.0934782033
1849,2138552.926899163
1850,2869456.862324355
1851,1162657.9013157706
1852,2235226.9974932447
1853,10387733.057051755
1854,2290347.972951235
1855,2452176.7145428467
1856,2894301.7942205663
1857,1166716.8493806138
1858,5382269.844139569
1859,2209269.724907503
1860,2352958.0697820247
1861,2473776.997816698
1862,4807285.507099868
1863,2392684.057537032
1864,2489917.594728621
1865,4316427.906680013
1866,12163571.152639475
1867,5829220.487255294
1868,3643653.7981907395
1869,2792027.661441295
1870,1805342.2336389401
1871,1850656.1947315123
1872,1385214.4221124535
1873,3037851.064274752
1874,3980356.031988093
1875,2209269.724907503
1876,1783871.8339567692
1877,1366092.9330969604
1878,5490959.164194897
1879,964021.2225804654
1880,2706874.382324159
1881,1119391.214004046
1882,1206283.5693322995
1883,3621743.7056847075
1884,7926581.036305758
1885,3697082.4197865226
1886,2820914.400409456
1887,5120641.503419754
1888,7820939.408566925
1889,9503224.539000485
1890,2397494.3974997923
1891,2699112.3356887274
1892,1246291.7897485017
1893,2407191.33183869
1894,3120168.796258186
1895,2309679.113400164
1896,3020111.286613157
1897,1620964.373470538
1898,2371721.1329430216
1899,1415667.4091279113
1900,3780978.6852395292
1901,2930814.5795587697
1902,2593298.9788890495
1903,1181907.9822151994
1904,1481052.2786579374
1905,2892812.519083319
1906,1289546.6559886436
1907,2640192.695248168
1908,5133716.645366125
1909,7480043.945162434
1910,7636695.50374644
1911,2292445.8186019016
1912,2750956.3517166125
1913,5736559.527032066
1914,4277004.648748107
1915,15016700.653259762
1916,3061161.8751083054
1917,12696806.007935973
1918,2596444.3977868943
1919,1765635.041310427
1920,2730659.0827965033
1921,5321304.954770355
1922,3123814.897967549
1923,1312845.4281738552
1924,4688717.622145317
1925,4981376.495309356
1926,5579238.946865304
1927,3277050.476400661
1928,2507434.3509028046
1929,819293.3637594156
1930,3913526.191489063
1931,3128386.518367506
1932,6579180.434395803
1933,2452176.7145428467
1934,3414531.525979388
1935,4262426.337099655
1936,3438876.8535333727
1937,2390778.150677444
1938,1011072.4213853643
1939,3976671.160797901
1940,3066461.2730949856
1941,2133975.9943838525
1942,2656679.3400418493
1943,1128019.7264251753
1944,2873418.390675881
1945,6147049.482035994
1946,3248630.5191742857
1947,2944464.4975417675
1948,2523585.6835340154
1949,4417084.939353685
1950,5522565.312846454
1951,2124904.8635019334
1952,2610688.969485662
1953,1093245.040431778
1954,2315453.848179867
1955,3583017.8495609285
1956,2489792.0348500535
1957,1057275.4426580092
1958,2101678.6101318235
1959,1699119.1594097314
1960,4654845.823524807
1961,2699413.7369707087
1962,1770593.1874339508
1963,3137088.9408781524
1964,2277620.169080053
1965,2812649.3511995063
1966,2256110.8989385352
1967,2349027.384953415
1968,5105537.580739228
1969,2086985.7221456815
1970,2703707.3442747686
1971,3585541.1959810634
1972,2936270.4863172364
1973,4078149.1653089537
1974,4185338.412807103
1975,4666647.688514088
1976,2981215.9971690755
1977,4614962.09773254
1978,2523585.6835340154
1979,2200493.0206152652
1980,2750956.3517166125
1981,4875848.758355258
1982,4133450.0229175654
1983,3059883.980618561
1984,4853531.214173388
1985,2594123.463213636
1986,5229991.126806836
1987,2101678.6101318235
1988,3825577.7481914074
1989,2259629.02216564
1990,2183854.8978221314
1991,2324038.2449656413
1992,11014853.522429854
1993,2500155.0195833826
1994,4419499.448083044
1995,1884066.692232551
1996,4588799.765061542
1997,1561672.9201707523
1998,2397494.3974997923
1999,2291687.966485751
2000,1054131.911678052
2001,2939779.8555843458
2002,2514903.363411227
2003,1414044.131867538
2004,2157791.2144650626
2005,1348644.843781117
2006,1043336.3310361695
2007,3395870.7402684875
2008,2200493.0206152652
2009,1102671.6886697377
2010,2967811.2382888733
2011,1246886.8418637977
2012,877920.6427119385
2013,1942408.6951312637
2014,2288928.285434231
2015,2205018.154353612
2016,2086837.5230512677
2017,3875820.7954462776
2018,3400241.947756598
2019,2248622.5133679225
2020,2079877.9473234129
2021,17637647.334968425
2022,2247090.6162424837
2023,16983423.50645833
2024,5927538.258258829
2025,2949464.422311945
2026,3269041.9281392875
2027,2336232.432382309
2028,2754733.8596725794
2029,2773496.9589251475
2030,1469674.479671765
2031,2566383.08129942
2032,3427239.9604349392
2033,3327253.250606202
2034,2031578.2960109094
2035,2503329.2970119766
2036,1184634.479016751
2037,2965179.609947886
2038,2596722.301841189
2039,2259425.6005719034
2040,2812649.3511995063
2041,2756178.50990864
2042,2740371.310899301
2043,5314715.989459559
2044,2159856.7272655596
2045,2775008.9511334514
2046,5614302.6690293
2047,1280145.7720907032
2048,5769506.646932557
2049,2079877.9473234129
2050,4466980.7471442595
2051,2173688.2237510695
2052,1047345.5755537482
2053,2356894.6220236956
2054,6846492.545457626
2055,3038956.3906422844
2056,1783871.8339567692
2057,2982687.863612539
2058,5387155.736791125
2059,3261219.1567974673
2060,3806049.5957111083
2061,2204961.518796266
2062,2445557.9765883484
2063,5518501.61138061
2064,1251001.9368748602
2065,1920061.6890265893
2066,4730371.96890655
2067,3675094.628136071
2068,5169669.086905038
2069,2452176.7145428467
2070,2795875.4539967305
2071,1942408.6951312637
2072,2508425.1851185285
2073,1450705.6831645386
2074,3428198.369687911
2075,1394299.8622906108
2076,3277928.4032980823
2077,3952568.3871935415
2078,2365846.4651969196
2079,2520578.7506620563
2080,2406037.9742908725
2081,2594123.463213636
2082,3796430.0318825715
2083,2536781.545133634
2084,2883294.537277754
2085,16299265.585369058
2086,2169610.6256274665
2087,2114303.0949611566
2088,3803374.6584198293
2089,1764906.1204105902
2090,2825355.055423043
2091,2517505.693533597
2092,3522273.047619675
2093,1727166.0756557889
2094,2997025.0164669743
2095,4602072.400316212
2096,2106488.950094584
2097,3061161.8751083054
2098,2277620.169080053
2099,7400795.357123141
2100,2245970.570028252
2101,2979374.04183825
2102,3152202.941897802
2103,2223131.344523796
2104,4249068.535176667
2105,1793010.748327231
2106,3039658.0211483617
2107,6372662.356084668
2108,2327057.2778159715
2109,1938175.2448471442
2110,2055963.8126737487
2111,8497203.64710391
2112,1467397.5254219074
2113,7370392.182753749
2114,2780161.619661748
2115,5865206.293345387
2116,2622496.9407103565
2117,8200359.156089468
2118,1886438.7007054454
2119,1544328.9494083477
2120,1948854.048637266
2121,2413957.322003191
2122,5381494.632598574
2123,3162544.813329373
2124,1561672.9201707523
2125,5380634.047595886
2126,2283706.4308858663
2127,1772637.401838457
2128,1712345.1843087832
2129,4989001.726034549
2130,3047088.7262784694
2131,2901868.6270585502
2132,5042753.569372345
2133,2492712.2759798667
2134,2593298.9788890495
2135,2598247.8048776956
2136,3185650.9772013742
2137,2618950.452236663
2138,2276476.3570677508
2139,1536982.4168173652
2140,3049188.3458855925
2141,2175353.656892014
2142,3071701.5894832592
2143,1566127.2852982844
2144,3382566.427856982
2145,1454290.9075935099
2146,1454234.8159776805
2147,5897175.1617164
2148,2795875.4539967305
2149,2257803.6675313646
2150,5017506.953745634
2151,2892812.519083319
2152,2817914.2475784514
2153,4507826.682512009
2154,1942408.6951312637
2155,3381997.214748233
2156,2862121.172017402
2157,1091916.9600610724
2158,3853443.411416782
2159,2391951.134320321
2160,2366755.2918545366
2161,2132145.1428131615
2162,6343944.434130766
2163,3803374.6584198293
2164,3042814.2531561637
2165,3657647.7956549465
2166,6419112.613942044
2167,3020111.286613157
2168,4352344.360999361
2169,1826095.51055846
2170,1394299.8622906108
2171,2500155.0195833826
2172,2520578.7506620563
2173,3362106.648500979
2174,2178957.6651545707
2175,3246888.2665693583
2176,2571092.6825610744
2177,2185049.5814135713
2178,2898629.2386119757
2179,9157878.833243264
2180,2317606.682665081
2181,4146686.6311412994
2182,3286938.7428589105
2183,3728625.9970381884
2184,5233582.369306695
2185,1468645.584315259
2186,2470262.744529123
2187,2081942.1010735556
2188,3147119.848244379
2189,2407191.33183869
2190,3729846.9233212355
2191,2331997.25596922
2192,5232496.178414642
2193,5305134.696754258
2194,2677475.7153367
2195,5479374.760719105
2196,5560593.508805492
2197,2245866.7638458544
2198,1343044.8395392261
2199,5513843.859121915
2200,2445557.9765883484
2201,2206800.9346076464
2202,2965960.568187193
2203,5019121.320002365
2204,2227351.575998969
2205,2212919.666612067
2206,3212064.6786541413
2207,1318987.8912262267
2208,3380348.179415679
2209,1027617.0795147048
2210,2797877.7059759004
2211,7446113.157273917
2212,5427284.545682767
2213,2242601.512270977
2214,2823372.9197056354
2215,2234665.7480243803
2216,14249189.440748041
2217,2726104.5974091864
2218,2165765.161431342
2219,1528087.038245841
2220,2154805.8603745396
2221,2958700.7630502274
2222,3106757.1219864027
2223,2315260.1625547637
2224,2961846.268756447
2225,1988023.1125678278
2226,2205569.3086658227
2227,1404773.0554077972
2228,2070262.5607782465
2229,5668841.741655941
2230,1377252.6121280422
2231,2364278.3893395057
2232,4821226.735590762
2233,4952680.136918427
2234,2126060.2498362367
2235,3809349.4095910257
2236,5623513.416934113
2237,2949920.4043002343
2238,2949920.4043002343
2239,1591532.615401565
2240,1757774.198553962
2241,2928151.1476391726
2242,3210241.6611104067
2243,2504708.36268777
2244,1998255.176910226
2245,2082954.6540434035
2246,2022526.1705573865
2247,2939779.8555843458
2248,2462911.7199202967
2249,5482042.413753835
2250,2225600.9326842153
2251,1396634.4132158866
2252,3385160.968006534
2253,1508328.3385875775
2254,2986735.01368203
2255,1008540.782657114
2256,2613268.197806519
2257,2591730.5624184124
2258,5934335.920004954
2259,6190829.594925523
2260,6837673.773487986
2261,1132059.5364530033
2262,2170904.4959635735
2263,6895547.68491712
2264,1703590.4948476474
2265,3965024.9670358836
2266,3010460.5333558596
2267,5448306.817113006
2268,3788016.3447770425
2269,9388506.191733047
2270,4177255.774246177
2271,1944639.6252051082
2272,1813733.4654152552
2273,3045144.3622838845
2274,2172299.7564386805
2275,2147340.7714984897
2276,3120839.137427239
2277,3462104.795725475
2278,1586077.4238142606
2279,4023467.8807945643
2280,1470716.0686090696
2281,5253954.926686616
2282,5409635.67627254
2283,4756030.002546227
2284,4569550.587151713
2285,1343044.8395392261
2286,6194710.6171279065
2287,1802633.5289671135
2288,3683868.2155686435
2289,1927999.9810034148
2290,3789041.70223565
2291,1250886.698997788
2292,3178828.2512530372
2293,1153002.2203343208
2294,3376385.912057799
2295,2497703.6474109245
2296,2115865.887573686
2297,8742749.744240563
2298,2187248.366422706
2299,3290893.2756344704
2300,2598247.8048776956
2301,3616389.417064064
2302,2793986.6032081097
2303,2111945.4351202175
2304,2540829.2058540555
2305,3030637.4075104967
2306,2265891.487017006
2307,2621741.0904675424
2308,3233688.685428698
2309,4750897.987516136
2310,3269041.9281392875
2311,2364278.3893395057
2312,7658835.93747276
2313,4477688.599705969
2314,2342857.170948219
2315,2345792.7679732875
2316,2644929.9648329867
2317,3862183.940444507
2318,2802623.256666684
2319,2357273.8382569253
2320,1664646.8325527327
2321,3375138.526857096
2322,2089564.5195643282
2323,2024089.910440297
2324,8055483.208125237
2325,2209269.724907503
2326,2917425.382288109
2327,2831751.92253185
2328,2810259.8852052893
2329,2277620.169080053
2330,2323931.037167396
2331,1650409.8999949568
2332,2360151.0916313035
2333,4219449.719045911
2334,3846060.1386448517
2335,6808642.302583892
2336,2371721.1329430216
2337,1210746.6779743226
2338,1206628.7305681987
2339,2301558.145241321
2340,2066049.733616172
2341,2203310.695827418
2342,3246888.2665693583
2343,4098634.2694537695
2344,3849401.2412086045
2345,2936270.4863172364
2346,3331046.7768522208
2347,2276114.6108251894
2348,4466140.877844774
2349,2710003.4630620102
2350,2379987.7052287045
2351,1434441.1647892778
2352,4389514.4782422
2353,2101678.6101318235
2354,1887189.5889072192
2355,2176274.4713116465
2356,2413957.322003191
2357,2368117.014655868
2358,3545786.000913834
2359,2173688.2237510695
2360,2723893.0926320027
2361,14333632.149074862
2362,2706794.943886539
2363,5786499.535111702
2364,4846943.253006344
2365,2364278.3893395057
2366,7857256.281374541
2367,2666078.453927017
2368,2334091.702030333
2369,1364940.282287915
2370,1469674.479671765
2371,3661326.2683095937
2372,1609735.6468915243
2373,1731629.4708167145
2374,3231061.937745517
2375,4419499.448083044
2376,4274081.605716883
2377,2934074.8607841274
2378,3576729.2793407063
2379,2074789.7073135863
2380,1730623.9153478676
2381,9274144.375217369
2382,2775673.227879929
2383,1920061.6890265893
2384,2933478.8428735808
2385,3299753.4429436675
2386,3826575.7839541733
2387,1043396.3871904054
2388,2599218.947989025
2389,2174518.5098904087
2390,855528.0166112892
2391,1901288.9894969333
2392,3616000.528266707
2393,2209269.724907503
2394,3052799.189876094
2395,3039983.8888813425
2396,1550493.586836027
2397,2204961.518796266
2398,5410923.267859925
2399,2774656.4486487396
2400,1469674.479671765
2401,3052781.374188646
2402,2541404.3601526897
2403,2142106.697603669
2404,3042726.48395598
2405,4448353.391780403
2406,1217305.967011194
2407,2677475.7153367
2408,1332118.781088949
2409,2661786.8066823133
2410,4340667.418888065
2411,2159856.7272655596
2412,1836512.2541128034
2413,1861312.2280647585
2414,3108196.74013499
2415,3602986.443100346
2416,3334834.9276170074
2417,2795875.4539967305
2418,2308373.542905618
2419,5618507.762126861
2420,3985794.1940201763
2421,3634042.3848586595
2422,4688935.848149018
2423,2115865.887573686
2424,2946824.049275568
2425,2290347.972951235
2426,1568060.6768294333
2427,4696773.189523155
2428,1222260.6258139247
2429,3549176.3720938344
2430,2763463.723786815
2431,6731075.511151735
2432,2270851.4019709798
2433,2121069.0851256573
2434,3001715.694780281
2435,2055924.2734413284
2436,2483151.6045641205
2437,1965277.2264445627
2438,2499623.11932518
2439,1440750.9138939418
2440,6131016.831712866
2441,6315991.906759429
2442,2593298.9788890495
2443,2242538.374040894
2444,2681538.1872971496
2445,8805214.173121758
2446,3168908.665317146
2447,3087051.411201317
2448,3674695.9613216347
2449,3198307.3323046053
2450,2671417.655234906
2451,2763463.723786815
2452,2373718.8569162064
2453,2356972.0153570445
2454,1462579.179143701
2455,5002171.980045019
2456,1371644.6819885918
2457,3805770.7301038634
2458,1919311.4971900508
2459,2849580.1034274264
2460,3327253.250606202
2461,3037603.504611376
2462,2038531.9471339665
2463,5142083.33383636
2464,2500200.6615504795
2465,2490548.2217821153
2466,2599218.947989025
2467,2292133.2565787495
2468,3489881.583171081
2469,2261246.0353721837
2470,2547694.8611746877
2471,2235680.358775999
2472,2211998.4196932553
2473,2677475.7153367
2474,12693669.896306047
2475,3037603.504611376
2476,5910331.686712232
2477,2678183.6453994066
2478,1688654.8119245654
2479,2273605.641152101
2480,3299753.4429436675
2481,4524231.285863907
2482,2840284.228923353
2483,2641011.312888944
2484,6086614.159624033
2485,4600486.129346262
2486,3265000.567915172
2487,5387155.736791125
2488,1962928.3694822458
2489,3290893.2756344704
2490,4276636.8913871925
2491,2993549.789040482
2492,2373645.05549605
2493,3306516.407819369
2494,2248622.5133679225
2495,2401864.074285093
2496,1041271.8327507344
2497,3318672.4240501183
2498,2284529.9083891986
2499,2699413.7369707087
2500,2218647.8383888938
2501,2131064.5413285503
2502,2800330.832479602
2503,1434441.1647892778
2504,5958278.430371479
2505,4219449.719045911
2506,4249068.535176667
2507,1377361.0603007928
2508,1450381.3800946074
2509,4066419.3647618033
2510,6404283.438381494
2511,2379987.7052287045
2512,3381899.6040482265
2513,2846107.1248677275
2514,1450949.4064095705
2515,2571306.831339739
2516,1128985.323906278
2517,1919311.4971900508
2518,3025544.716370501
