,0
344,4121097.999695986
345,1600312.2739043727
346,4427497.101770314
347,2173688.2237510695
348,3025544.716370501
349,4785791.702955065
350,3356605.9734326284
351,5190515.813497538
352,2619859.3877050504
353,2086837.5230512677
354,2290347.972951235
355,2820914.400409456
356,2690209.572447223
357,1948905.931228088
358,3203156.57098742
359,3179974.296190963
360,4868807.390540737
361,2909562.814329911
362,1165443.3849422876
363,2922211.1860707784
364,2200493.0206152652
365,1742786.9739403762
366,5321429.554516788
367,1415667.4091279113
368,6707334.287157055
369,15678849.017326903
370,7981606.497656779
371,1527750.003144367
372,3843455.0276990845
373,1398220.2698579093
374,1250886.698997788
375,1749866.9727130344
376,1304494.6825758363
377,3071118.3113596467
378,2089690.5060166586
379,3741367.1158991144
380,4696773.189523155
381,2653369.7270776774
382,5306993.496265093
383,1592384.4132498393
384,5891125.172538848
385,1341831.250911163
386,1401344.560342245
387,2594074.8028544704
388,1568060.6768294333
389,1252269.2187739434
390,4016499.099219425
391,1743248.4001772008
392,2500155.0195833826
393,2776830.637127033
394,5516961.935580879
395,4988241.374978477
396,7353183.783370708
397,2482207.631190515
398,3324278.5246345056
399,3490763.6618644074
400,2277620.169080053
401,3656875.749938393
402,3307231.4131946964
403,1810346.2666041127
404,2600976.499663448
405,2781265.8785239924
406,2374462.688022987
407,1414437.0046995715
408,2472632.207749453
409,3366980.9334183126
410,3944866.1362807467
411,2856338.4119323767
412,2239851.8029812635
413,4381576.195965045
414,2724569.874255954
415,2364825.5505998395
416,3514301.446059326
417,1383847.4883313177
418,4098634.2694537695
419,3384892.9255584483
420,2724569.874255954
421,2318554.863204979
422,6319956.829945146
423,2433208.300978488
424,1935350.338949659
425,3184042.048792508
426,5343210.433431366
427,1426289.4318804045
428,1481602.3574985191
429,3249030.351553536
430,4377980.412405084
431,3015402.6969669256
432,1996712.409202619
433,5624873.816249837
434,3640935.6245030193
435,3296616.951713093
436,1582835.3367564853
437,6307308.623980191
438,2348707.363697308
439,2425083.6049412894
440,5039021.886346614
441,1230605.0421270144
442,8189632.790196247
443,2114303.0949611566
444,2360151.0916313035
445,2546921.8165906756
446,2964637.492444344
447,1200297.5813672077
448,3164575.723483398
449,3379790.9780392344
450,2711187.2496749703
451,2118280.80777558
452,5958278.430371479
453,3367413.7095253426
454,1811720.3824143729
455,4793961.009204243
456,2451861.686399849
457,1722156.70018107
458,4577354.87828641
459,3269041.9281392875
460,2500155.0195833826
461,2277620.169080053
462,3368582.624930489
463,4280044.571919149
464,2843820.146953969
465,2844670.3918150403
466,1880651.7342076688
467,1831110.8574082064
468,2953080.976666109
469,3796430.0318825715
470,3785178.398279506
471,3061659.357185291
472,4293709.423556408
473,3150613.370721851
474,3317844.9325604932
475,2292951.817974818
476,5772292.179009747
477,4507826.682512009
478,2154465.772681616
479,4498166.112516873
480,2772905.805333986
481,1481883.1593509545
482,3436242.4832687746
483,7353183.783370708
484,1243757.3928513243
485,6233626.74625353
486,1533023.2970483715
487,3486386.1609857213
488,2518458.7224248787
489,2324038.2449656413
490,1514707.2565867181
491,2505291.118126622
492,2677475.7153367
493,2018018.7219244987
494,2128619.241753633
495,3416660.242331899
496,2675964.6691557774
497,2445715.906938985
498,2386886.0934168384
499,4466140.877844774
500,1181907.9822151994
501,2899253.312943753
502,1369284.153341178
503,2780493.151264452
504,6699825.697695235
505,3168908.665317146
506,1832861.5007229603
507,7142253.41517909
508,2726062.595935751
509,2106147.962852106
510,2767804.182397025
511,2884880.0067560766
512,1349453.4130446406
513,3467753.572196694
514,2200075.961782957
515,2763463.723786815
516,4732893.732298806
517,9037736.093713455
518,5017697.521480319
519,3198307.3323046053
520,3269041.9281392875
521,3661058.0418352117
522,2679684.689265921
523,4086628.5784232547
524,2614975.1003030417
525,3045233.4888179977
526,2221848.5639052982
527,2861397.6872403864
528,2367538.3445540485
529,2094455.3755493816
530,2378746.521108176
531,4449640.045661311
532,3501908.942959956
533,3455093.7739321874
534,1876308.1823310938
535,2213424.764670369
536,16124767.814127315
537,2096471.7251845454
538,7323851.885058547
539,9773172.613651548
540,2798793.6516057956
541,3222624.550843985
542,2364278.3893395057
543,3466807.782609338
544,2939816.97479093
545,4623895.591309547
546,3656875.749938393
547,3168908.665317146
548,3985794.1940201763
549,2540829.2058540555
550,2355984.749282887
551,1937899.9847861906
552,8351634.397938694
553,9768010.825278599
554,2879487.2689636494
555,1753800.7248586991
556,4976238.138232508
557,2049505.0754868314
558,2459544.7437006254
559,2105658.583384612
560,3785178.398279506
561,3951056.149971255
562,2723893.0926320027
563,1366629.3351388453
564,3049991.2758083874
565,2895632.952763356
566,4146686.6311412994
567,2939308.934678948
568,2203310.695827418
569,1481052.2786579374
570,2099138.59214834
571,1016690.5016466338
572,2166337.8658048254
573,3678603.4688305333
574,1902206.278469519
575,8275029.602925391
576,6858905.929029274
577,4198004.326179148
578,4318554.147441845
579,1230349.429913727
580,2663389.058062551
581,2001861.83867003
582,2554678.6362111494
583,1943563.5622867132
584,2679934.28871416
585,2780934.4025063408
586,3182797.2339574443
587,3214898.9330699174
588,1999201.0693882343
589,2483151.6045641205
590,1227066.5617956754
591,1490951.2490212165
592,1454234.8159776805
593,1413969.0451715782
594,956748.8311713014
595,5681675.720325955
596,1809552.4813127639
597,2359546.2077410235
598,2327107.9269938716
599,3057213.5582067682
600,3265161.3805893757
601,5037245.707766445
602,4042873.7767302897
603,2611121.8937229724
604,3147066.8822481576
605,3820220.7467101254
606,1581820.145579351
607,2528117.785410569
608,1817664.2653399592
609,2844947.875666814
610,5146046.495153068
611,2364278.3893395057
612,3858022.3691540128
613,2780897.1923522414
614,3246888.2665693583
615,2831751.92253185
616,8258234.0419122195
617,3854780.1887175036
618,2127414.244757228
619,5436181.075911088
620,1608375.2161647426
621,1617448.9982103794
622,3385365.9648434664
623,2277620.169080053
624,2949920.4043002343
625,2314441.563638032
626,9371160.669946749
627,3196390.5808229195
628,4410065.114984666
629,4064445.413724976
630,2209269.724907503
631,4023874.7686665077
632,3061659.357185291
633,1911617.7723278906
634,1599823.2551619506
635,2200493.0206152652
636,14250308.801143847
637,1030546.8371734201
638,7123787.717700232
639,2277620.169080053
640,1943671.8573332678
641,1059249.338197135
642,6229098.494943393
643,2993703.4240649887
644,6855047.464850181
645,2792798.7472767397
646,4992296.8467441695
647,840442.1310500177
648,3711910.6816841834
649,6787240.388072488
650,4612546.354476432
651,4423922.496928175
652,2112455.6120898267
653,3615538.9013899225
654,1182788.1022327582
655,1748212.6661164148
656,2129144.6010474237
657,1246291.7897485017
658,2315142.837180073
659,2729983.5513020707
660,2493708.6790335146
661,1401344.560342245
662,2451861.686399849
663,2227351.575998969
664,2650345.9531254903
665,2204530.922890923
666,4579433.158117951
667,4625894.964804748
668,1883782.1770808797
669,2341106.5276334654
670,2936270.4863172364
671,2088691.1742513042
672,1049536.868374921
673,2192658.5624145195
674,3542811.179712799
675,3796430.0318825715
676,3165416.576981254
677,742016.4186809743
678,3400241.947756598
679,1546592.0517689371
680,2917425.382288109
681,1824344.867243706
682,3036760.7651091754
683,5787033.916724641
684,2099138.59214834
685,2248622.5133679225
686,2089564.5195643282
687,2699413.7369707087
688,3813290.0666247974
689,1547376.793899037
690,1188673.9723796998
691,2703718.237166548
692,3285544.5805222658
693,1653714.9369239558
694,3130189.4479412413
695,3437669.3578691515
696,3510782.68406735
697,2965787.1867620014
698,2817914.2475784514
699,2719778.815299771
700,2248622.5133679225
701,1472781.4695880061
702,1226600.6070086237
703,2323446.4643799234
704,2547694.8611746877
705,4438124.242860566
706,2227676.8654944203
707,2204961.518796266
708,11795838.228898302
709,2407191.33183869
710,3344143.7172752274
711,3747695.150723634
712,1864968.3010232744
713,3447810.0767210894
714,3812295.8232448515
715,1434210.9372957905
716,2928611.1391029414
717,4611544.401733153
718,4434151.696914575
719,12819660.324376466
720,2131064.5413285503
721,2291163.2240478327
722,1257217.848198779
723,1902401.8952063725
724,1318897.5435369103
725,2531975.2075783424
726,2614365.7363021118
727,2538201.035155128
728,2936270.4863172364
729,5433051.006345904
730,1922961.4388946148
731,5996988.890855352
732,5367342.251272567
733,2906462.437066317
734,2417080.3841659734
735,2796926.449984133
736,2745890.6990707135
737,1226264.729832518
738,2316445.1035646647
739,2097628.8792475346
740,1632467.1643789455
741,2451861.686399849
742,2131064.5413285503
743,2814549.747568897
744,3266131.2365139094
745,1429758.8991964813
746,2263909.7098203106
747,4098634.2694537695
748,3025544.716370501
749,5187285.016052612
750,2385596.9152077683
751,1736233.5745740687
752,2311429.7567149177
753,2201717.893732939
754,1481602.3574985191
755,1982824.090198572
756,3234757.7447762215
757,8420489.510726865
758,1834777.3731019017
759,2949366.961564392
760,6062832.186997891
761,1993632.7717940288
762,2802387.2132883044
763,4273983.718983811
764,3052781.374188646
765,2070262.5607782465
766,3243894.7660513986
767,1562009.1197856793
768,2605503.355646756
769,2726455.2765716594
770,1726278.117594722
771,1600509.333201163
772,1820118.0623565079
773,2324379.2322081192
774,987848.740767265
775,2195394.785614715
776,1515312.1136240386
777,1406321.5102896364
778,2269857.6191132525
779,2458942.7047073473
780,2949920.4043002343
781,1841778.9584650309
782,2322681.8719285857
783,3376277.85763676
784,2239246.615745597
785,7540407.497438855
786,4955294.475660731
787,4539569.978138096
788,2345834.7783910306
789,3376385.912057799
790,4875848.758355258
791,3249030.351553536
792,7519160.413533001
793,1632467.1643789455
794,2869914.3207196407
795,4193194.134250806
796,3037603.504611376
797,3097637.4921557154
798,2369265.8089138395
799,1342585.6333340765
800,3615538.9013899225
801,3928855.8524422115
802,1164906.9829004027
803,1028252.7040630353
804,1342446.651087119
805,2364278.3893395057
806,4554804.967459824
807,5413566.50005012
808,2364608.046536663
809,2511021.228441783
810,3173874.561219389
811,2174518.5098904087
812,3020111.286613157
813,5609495.161892234
814,3140524.887424376
815,3260472.528059063
816,3674695.9613216347
817,2601990.4941971484
818,3966774.1261334163
819,2298605.9676513486
820,1682189.6627810148
821,1729249.7995376075
822,2737256.634688762
823,2364278.3893395057
824,2378746.521108176
825,4756030.002546227
826,1099867.9469740747
827,1743248.4001772008
828,3449140.947949141
829,1699119.1594097314
830,1997272.0324224131
831,8590347.769634435
832,2082147.210090756
833,2378746.521108176
834,2452176.7145428467
835,2315197.024324681
836,3121182.0597065086
837,5414131.158935631
838,2781774.941297952
839,1533823.8766456402
840,2200493.0206152652
841,1716519.503229497
842,2526162.652235846
843,1250886.698997788
844,9693575.685202353
845,1490951.2490212165
846,3097930.0754259
847,1538627.9885276072
848,2106749.1477443874
849,2538532.1884483877
850,1646842.2925230325
851,2260145.1492910385
852,4895834.904124516
853,2954265.7501072297
854,1408686.202747551
855,3509372.2248593536
856,1394299.8622906108
857,2350171.554694002
858,5733670.757918634
859,1413969.0451715782
860,1481883.1593509545
861,4227527.389707972
862,2936270.4863172364
863,2483218.8183828914
864,5591028.024915557
865,2107807.1059999806
866,4114223.793733507
867,2074789.7073135863
868,3433437.192703666
869,2949366.961564392
870,1339102.5561254101
871,1036277.0134884829
872,934984.982500982
873,921982.0345211603
874,2861397.6872403864
875,2655018.912309732
876,1811720.3824143729
877,2177147.8166246708
878,2237961.2865595566
879,2698293.875556644
880,4051293.843354901
881,2207793.2313619126
882,4823997.732743962
883,2070262.5607782465
884,2357768.8668568423
885,2204961.518796266
886,2495731.308830197
887,1860201.6744553072
888,6062832.186997891
889,3047088.7262784694
890,2430582.297911925
891,3229266.8487406857
892,4126660.0596201094
893,8234076.132346441
894,2086985.7221456815
895,5749095.76198065
896,2396598.5632390524
897,2290347.972951235
898,1750474.2110236879
899,2284992.990547005
900,3449475.7808386986
901,4166883.118672513
902,1437599.6627105142
903,8166490.512021032
904,1118877.7656072557
905,3542811.179712799
906,4016499.099219425
907,2933679.0599490595
908,2663389.058062551
909,4448896.960500636
910,2772905.805333986
911,9596998.214533802
912,1744462.6414500698
913,3187056.821933144
914,1332111.0813369476
915,1157654.6097609252
916,2963591.632841792
917,6581619.533626433
918,1877536.9785853834
919,2277765.4337940374
920,1206990.1431032037
921,1807617.57181836
922,11089822.182165425
923,1030546.8371734201
924,2723893.0926320027
925,2097797.989438318
926,1976153.1424057267
927,5343210.433431366
928,2587157.379228959
929,1601206.049805673
930,2890824.4885710767
931,8961552.363183359
932,1817330.0416405739
933,2281198.1378876343
934,4089410.900870818
935,6384706.573777834
936,2223212.825706406
937,3168908.665317146
938,1723745.577714341
939,1994789.1027323282
940,5090935.446720489
941,2910998.74928641
942,1160996.7021525004
943,1377252.6121280422
944,2292951.817974818
945,2536781.545133634
946,4319250.897163454
947,2291163.2240478327
948,3269705.1943076015
949,3132855.8710877886
950,2335117.67995565
951,6787240.388072488
952,2304827.0544319246
953,4645831.814075955
954,3567566.5029178862
955,1213037.3040736131
956,927151.2157472019
957,6444221.313493689
958,3861759.720949228
959,3076350.8968948475
960,3108196.74013499
961,3542811.179712799
962,2361229.6341515416
963,3573382.007007857
964,2793986.6032081097
965,3061659.357185291
966,2525389.0906248167
967,3638789.367412141
968,3256163.584861749
969,2335117.67995565
970,4244467.394382015
971,8099669.44378373
972,1469674.479671765
973,2173688.2237510695
974,1570064.984650276
975,2935837.9584874264
976,3071701.5894832592
977,5548292.178894983
978,2107807.1059999806
979,3612843.0892637363
980,3408423.198558064
981,2794453.2508906065
982,2055963.8126737487
983,2106147.6382225063
984,1280145.7720907032
985,5074141.31763641
986,2263058.570490799
987,1681671.0368881042
988,2324379.2322081192
989,3291498.7653381703
990,5212066.572893158
991,3981266.1638004137
992,1344792.347409096
993,2979374.04183825
994,2555244.6123223826
995,2531431.849268384
996,2542352.1406142386
997,2288212.7503323276
998,3848596.1473498996
999,1700263.9768002997
1000,7000138.903742561
1001,1668522.1173201539
1002,2800267.759785162
1003,1975909.0220003305
1004,5465381.943060947
1005,1243757.3928513243
1006,2107807.1059999806
1007,4994985.928871958
1008,994582.0464808407
1009,3037724.1506599025
1010,1301324.8214431736
1011,6137651.7758844355
1012,4126991.58376842
1013,2393981.8082813146
1014,3843737.641155629
1015,12111968.302537149
1016,3985591.4005193887
1017,2775008.9511334514
1018,4613323.995852398
1019,7703419.098078543
1020,3371394.1399085647
1021,2941285.193842922
1022,2452176.7145428467
1023,1731364.4589309196
1024,6975764.534910329
1025,2745610.2841459922
1026,3633354.1197326067
1027,1229351.767759745
1028,1407984.0890487072
1029,3226735.1674083057
1030,2204961.518796266
1031,1679599.9598485774
1032,4203114.036112265
1033,1681260.2301028378
1034,1414131.908515851
1035,2661369.8642807854
1036,4647371.904220406
1037,4838791.004612058
1038,7922534.788946531
1039,2815789.874517127
1040,2855314.6665511383
1041,3045233.4888179977
1042,1813733.4654152552
1043,3290893.2756344704
1044,3035998.6322813835
1045,3078948.4072927027
1046,4106677.271195933
1047,2452176.7145428467
1048,3164575.723483398
1049,5465381.943060947
1050,5514243.18383143
1051,1043286.5598798245
1052,1228894.199207819
1053,3615538.9013899225
1054,9714995.766327014
1055,1336828.9282153074
1056,12882650.1422092
1057,3369442.104001825
1058,5820035.156072274
1059,3210904.10922684
1060,3067524.565557622
1061,3328555.6642346997
1062,1240994.0568083602
1063,2754733.8596725794
1064,2483723.5342793954
1065,2259735.8098145314
1066,2962455.682339771
1067,3327955.921318503
1068,1430950.7679314131
1069,2534210.467899557
1070,1843636.0858221
1071,2753587.8424654743
1072,6048215.908563082
1073,2114303.0949611566
1074,5851284.075534967
1075,2588304.680525812
1076,3836860.2710241936
1077,2963842.7595834117
1078,2936270.4863172364
1079,2084527.672356272
1080,2652900.630480261
1081,2988672.8955377326
1082,4913355.808483987
1083,3464765.4959203396
1084,2206298.836401097
1085,3524457.7287072726
1086,3061659.357185291
1087,1757279.3736702232
1088,3215326.042612449
1089,2357273.8382569253
1090,2753587.8424654743
1091,3147119.848244379
1092,2076690.7844323888
1093,2142756.528722317
1094,3098690.944820337
1095,2347319.106874875
1096,1820058.7364263267
1097,2493751.8838728494
1098,1176792.2465300618
1099,1200297.5813672077
1100,2337898.976486288
1101,2493133.4112532022
1102,3747695.150723634
1103,2935837.9584874264
1104,2159856.7272655596
1105,1459170.8590697704
1106,3551159.537603764
1107,2917425.382288109
1108,1703904.0736247066
1109,3507405.0502193375
1110,4459526.524384005
1111,2946824.049275568
1112,2089564.5195643282
1113,2672569.5980705693
1114,4612546.354476432
1115,4266064.5818861155
1116,2224231.1520125386
1117,5532515.3813441275
1118,1807265.0765175344
1119,768127.9101541291
1120,2364278.3893395057
1121,5565699.417362344
1122,3072929.113644601
1123,4537086.857154821
1124,5545663.181964169
1125,3731825.516804673
1126,1911617.7723278906
1127,2678667.38546393
1128,2614975.1003030417
1129,2809299.8209142643
1130,7898790.675189393
1131,2613268.197806519
1132,2022812.664612011
1133,4617750.135687826
1134,3020111.286613157
1135,2677366.9888976347
1136,6240772.407840104
1137,4905811.913788188
1138,2571092.6825610744
1139,961993.6752903438
1140,3381997.214748233
1141,7933936.214050555
1142,2786427.6549316915
1143,2417805.79641786
1144,2134584.990234733
1145,7669105.641613873
1146,2336790.025631947
1147,4840682.2042379845
1148,2524497.998077343
1149,3983111.213927021
1150,3136533.7672899803
1151,2209891.6720454833
1152,2319568.892245359
1153,3020111.286613157
1154,3405309.305263738
1155,2548882.3762146635
1156,3197635.5653740726
1157,1811720.3824143729
1158,5579238.946865304
1159,2074679.6817893966
1160,2776028.239761601
1161,1561672.9201707523
1162,1757394.5209771618
1163,3352482.8118499485
1164,1175041.603215308
1165,2949268.4469598136
1166,3259609.2818145296
1167,4341249.424488606
1168,1933613.8539688112
1169,5029226.745590521
1170,2364278.3893395057
1171,2202759.9623883762
1172,1119391.214004046
1173,4130559.476667156
1174,1481602.3574985191
1175,3314072.8269521124
1176,5646442.212851379
1177,1599823.2551619506
1178,2141987.2743553356
1179,2458176.7218622533
1180,2282833.875027376
1181,2277620.169080053
1182,1765793.0016456079
1183,4332284.567705844
1184,1391212.4218885
1185,2969920.6704620267
1186,3846060.1386448517
1187,2542579.849168809
1188,2139221.1928979037
1189,2831751.92253185
1190,8275029.602925391
1191,2379478.034872734
1192,6194710.6171279065
1193,1200412.81924428
1194,2788766.237835145
1195,1699216.1260013916
1196,5730214.619548864
1197,5120217.750192382
1198,6042046.7718060035
1199,1811720.3824143729
1200,3438876.8535333727
1201,3957505.1685366733
1202,4609309.463119552
1203,3439286.8491844754
1204,1581820.145579351
1205,2965669.1533046956
1206,4822318.200762565
1207,2058038.453644688
1208,2155018.2152106334
1209,2670169.341354239
1210,2075488.9646580564
1211,3736932.466583905
1212,5038056.905863562
1213,1263895.319519275
1214,3172460.5222902005
1215,1678026.1545722121
1216,3079267.2905413555
1217,1752499.4437625902
1218,2327317.9438316114
1219,4752701.503906355
1220,3803613.000192142
1221,2936270.4863172364
1222,3268793.602813902
1223,2088691.1742513042
1224,4490222.087953213
1225,5953523.360663826
1226,3090187.243463018
1227,7318411.264816154
1228,1384356.6419367797
1229,2390778.150677444
1230,2333236.8602806516
1231,3331801.756797939
1232,1775378.3827400059
1233,2183423.8834081595
1234,5859093.861372581
1235,2747747.6937995986
1236,1646305.8904811477
1237,4579959.4810185535
1238,1076366.1852808658
1239,3376277.85763676
1240,5005068.755923071
1241,2892487.322779252
1242,1843636.0858221
1243,2112913.9530166066
1244,3186571.296966816
1245,4495676.240215635
1246,4386688.485821861
1247,1855760.479173127
1248,3000753.327588222
1249,5220635.512779418
1250,3572478.5826343284
1251,2396047.8585848873
1252,1948175.1401016982
1253,1318987.8912262267
1254,5655441.488108052
1255,1554873.0904838035
1256,6209924.6789444145
1257,3614580.9571758504
1258,1227018.436833408
1259,2024089.910440297
1260,2936270.4863172364
1261,2542116.386050163
1262,2036516.5564370998
1263,2170331.6156205446
1264,1732162.7030434099
1265,2731855.569030549
1266,2759717.795490722
1267,1243785.217236836
1268,11302497.63141412
1269,1590251.3238200403
1270,2197497.0744694457
1271,3178828.2512530372
1272,1001359.9515631502
1273,7456773.583744357
1274,2561166.8997279378
1275,2532626.2655204707
1276,5171845.482460518
1277,3463014.9275377956
1278,3121182.0597065086
1279,2929699.571641391
1280,7986508.601310608
1281,2713064.533642279
1282,4460663.963375557
1283,2601592.475722058
1284,3961107.333045277
1285,5024880.305219929
1286,3681631.0731434803
1287,2391578.505864605
1288,2520578.7506620563
1289,3514337.9296077974
1290,1745582.9804254586
1291,11097658.874551062
1292,4414989.3353332095
1293,3334834.9276170074
1294,2551257.057044736
1295,1280145.7720907032
1296,2841331.6992126987
1297,3290893.2756344704
1298,1730623.9153478676
1299,2082954.6540434035
1300,1810346.2666041127
1301,5317019.973948267
1302,2614975.1003030417
1303,3246888.2665693583
