product,status,brand,categories,price,desc,,
12400003,old,hammer,162 240 163,0,1 1.3 1650.0 450.0 SDS-Plus долбление ограничитель глубины сверления от сети электронная регулировка частоты вращения,,
12400004,old,hammer,162 240 163,0,1 1000.0 2.2 24.0 3.0 3.3 4850.0 650.0 SDS-Plus блокировка кнопки включения долбление от сети электронная регулировка частоты вращения,,
8800643,new,vertex,105 2,15971,,,
8800644,new,vertex,105 2,16929,,,
8800645,new,vertex,105 2,15399,,,
8800081,old,bq,105 2,0,0.30 млн пикс. 640x480 115.0 123.2 14.0 2 SIM-карты 2.4 20.0 53.8 53.8x123.2x14 мм 900.0 900.0 Bluetooth USB Bluetooth USB FM-радио GSM 900/1800 GSM 900/1800 Li-ion MP3 есть золотистый моноблок (классический) пластик попеременный режим работы цветной,,
8800082,old,bq,105 2,0,1000.0 11.5 132.8 190.0 2 SIM-карты 2.8 5.0 56.4 56.4x132.8x11.5 мм 90.0 Bluetooth USB FM-радио GSM 900/1800 GSM 900/1800 Li-ion MP3 есть есть светодиодная вспышка моноблок (классический) пластик полифония попеременный режим работы цветной черный,,
8800083,old,bq,105 2,0,0.30 млн пикс. 101.0 12.0 1250.0 132.0 2 SIM-карты 3.2 320x240 59.0 59x132x12 мм Bluetooth USB FM-радио GSM 900/1800/1900 GSM 900/1800/1900 моноблок (классический) нет пластик полифония попеременный режим работы телефон аккумулятор зарядное устройство цветной черный,,
8800084,old,bq,105 2,0,0.30 млн пикс. 101.0 12.0 1250.0 132.0 2 SIM-карты 3.2 320x240 59.0 59x132x12 мм Bluetooth USB FM-радио GSM 900/1800/1900 GSM 900/1800/1900 белый моноблок (классический) нет пластик полифония попеременный режим работы телефон аккумулятор зарядное устройство цветной,,
8800086,new,bravis,105 2,9900,0.30 млн пикс. 11.9 127.0 2 SIM-карты 2.8 56x127.5x11.9 мм 59.0 Bluetooth USB FM-радио GSM 900/1800 GSM 900/1800 MP3 есть моноблок (классический) пластик попеременный режим работы телефон USB кабель зарядное устройство цветной TFT черный,,
8800087,old,bravis,105 2,0,0.30 млн пикс. 11.9 127.0 2 SIM-карты 2.8 56x127.5x11.9 мм 59.0 Bluetooth USB FM-радио GSM 900/1800 GSM 900/1800 MP3 белый есть моноблок (классический) пластик попеременный режим работы телефон USB кабель зарядное устройство цветной TFT,,
8800088,old,nokia,105 2,0,0.30 млн пикс. 1.8 110.0 13.5 13.6 160x128 2 SIM-карты 45.0 47.0 47x110.40x13.50 мм 70.0 744.0 950.0 Bluetooth 3.0 FM-радио GSM 900/1800 GSM 900/1800 Li-ion MP3 моноблок (классический) нет попеременный режим работы телефон гарнитура батарея зарядное устройство цветной TFT 65.54 тыс цветов черный,,
8800090,old,nokia,105 2,0,1100.0 116.0 12.9 2 SIM-карты 2.4 20.0 320x240 50.0 50.0 504.0 50x116x12.9 мм 78.0 Bluetooth 3.0 USB FM-радио GSM 900/1800 GSM 900/1800 MP3 есть есть 0.30 млн пикс. моноблок (классический) обычная пластик попеременный режим работы телефон батарея зарядное устройство цветной 262.14 тыс цветов черный,,
8800091,old,nokia,105 2,0,1100.0 116.0 12.9 2 SIM-карты 2.4 20.0 320x240 50.0 50.0 504.0 50x116x12.9 мм 78.0 Bluetooth 3.0 USB FM-радио GSM 900/1800 GSM 900/1800 MP3 есть есть 0.30 млн пикс. моноблок (классический) обычная пластик попеременный режим работы телефон батарея зарядное устройство цветной 262.14 тыс цветов черный,,
8800093,new,nokia,105 2,17799,10.9 1200.0 124.6 2 SIM-карты 2 млн пикс. светодиодная вспышка (фронтальная и тыльная) 2.8 23.0 320x240 52.0 528.0 53.4 53.4x124.6x10.9 мм 93.0 Bluetooth 3.0 USB FM-радио GSM 900/1800 GSM 900/1800 MP3 есть моноблок (классический) обычная пластик полифония попеременный режим работы телефон аккумулятор зарядное устройство цветной 65.54 тыс цветов черный,,
8800094,old,samsung,105 2,0,100.0 11 4x49.5x117.4 11.4 117.4 1200.0 128.0 2 SIM-карты 2 SIM-карты 2 Мпикс 2.4 320x240 49.5 FM-радио GSM 850/900/1800/1900 GSM 850/900/1800/1900 Li-ion MP3 TFT micro SIM microSD объемом до 16Гб microUSB 2.0 3.5 мм белый моноблок (классический) пластик,,
8800095,old,nokia,105 2,0,1 SIM-карта 101.0 11.0 114.0 1200.0 13.2 2.4 320x240 48.0 48x114x11 мм 5 млн пикс. 2592x1944 светодиодная вспышка цифровой Zoom 3x 624.0 Bluetooth 3.0 USB FM-радио GSM 900/1800/1900 GSM 900/1800/1900 3G MP3 WAP GPRS EDGE HSDPA HSUPA micro SIM micro SIM 1 SIM-карта Записная книжка в аппарате 1000 номеров будильник калькулятор планировщик задач громкая связь (встроенный динамик) есть (3GP MP4) разрешение 320x240 MP4 AVI 3GP 3G2 M4V есть объемом до 32 Гб золотистый моноблок (классический) полифония цветной TFT 262.14 тыс цветов,,
8800097,old,samsung,105 2,0,100.0 11 4x49.5x117.4 11.4 117.4 1200.0 128.0 2 SIM-карты 2 SIM-карты 2 Мпикс 2.4 320x240 49.5 FM-радио GSM 850/900/1800/1900 GSM 850/900/1800/1900 Li-ion MP3 TFT micro SIM microSD объемом до 16Гб microUSB 2.0 3.5 мм моноблок (классический) пластик черный,,
8800098,old,nokia,105 2,0,1100.0 116.4 13.2 15.0 2 SIM-карты 2.4 320х240 50.3 51.0 576.0 83.0 AAC Bluetooth 3.0 USB GSM 900/1800 GSM 900/1800 Li-ion MP3 WAV есть 2Мп есть объемом до 32 Гб моноблок (классический) пластик попеременный режим работы черный,,
8800099,old,senseit,105 2,0,0 3 МП 1 SIM-карта 1 SIM-карта 1.77 120.0 13.0 160x128 173.0 24.5 3600.0 4.0 54.0 54x120x24.5 мм 730.0 Bluetooth GPRS GSM 900/1800/1900 GSM 900/1800/1900 MP3 водозащита ударопрочный корпус есть желтый моноблок (классический) телефон зарядное устройство кабель для зарядки и передачи данных проводная стерео гарнитура адаптер для зарядки внешних устройств руководство пользователя цветной,,
8800344,new,fly,105 2,10675,0.30 млн пикс. 123.5 13.9 15.0 150.0 176x220 2 SIM-карты 2.2 2.5 59.0 59x123.5x13.9 мм 600.0 95.0 GSM 900/1800 GSM 900/1800 USB есть есть объемом до 16 Гб моноблок (классический) нет обычная пластик попеременный серый телефон батарея зарядное устройство наушники цветной,,
8800345,old,nokia,105 2,0,1.4 108.5 12.5 128x128 14.1 2 SIM-карты 45.5 45.5x108.5x14.1 мм 69.6 800.0 842.0 GSM 900/1800 GSM 900/1800 голубой моноблок (классический) нет нет нет обычная обычная 2 SIM-карты пластик полифония телефон зарядное устройство аккумулятор руководство пользователя цветной 65.54 тыс цветов,,
8800346,old,micromax,105 2,0,0.30 млн пикс. 125.8 13.0 15.9 2 SIM-карты 2 SIM-карты попеременный 2.4 2800.0 320x240 500.0 53.8 53.8x125.8x15.9 мм Bluetooth 3.0 USB GSM 900/1800 GSM 900/1800 есть объемом до 8 Гб моноблок (классический) нет пластик попеременный синий цветной TFT 262.14 тыс цветов,,
8800347,new,keneksi,105 2,7290,0.30 млн пикс. 640x480  1000.0 121.8 13.5 176x220  2 SIM-карты 2.0 255.0 55.5 55.5x121.8x13.5 мм  8.0 97.0 Bluetooth 3.0 GSM 900/1800 Li-ion MP3 есть объемом до 16 Гб  зеленый моноблок (классический) нет обычная пластик попеременный режим работы цветной TFT 65.54 тыс цветов,,
8800348,new,fly,105 2,11365,0.0 0.30 млн пикс. 640x480 107.0 11.7 130.5 1400.0 2 SIM-карты 2.8 250.0 320x240 5.0 56.6 56.6x130.5x11.7 мм Bluetooth 2.1 USB GPRS GSM 900/1800 GSM 900/1800 есть есть объемом до 16 Гб моноблок (классический) пластик попеременный телефон батарея зарядное устройство USB кабель наушники цветной черный,,
8800349,new,maxvi,105 2,8500,0.03 0.30 млн пикс. 640x480 1.77 112.5 1200.0 15.5 160x128 2 SIM-карты 500.0 52.5 52.5x112.5x15.5 мм 7.0 98.0 Bluetooth GSM 900/1800/1900 GSM 900/1800/1900 Li-ion MP3 WAP GPRS есть есть объемом до 16 Гб красный моноблок (классический) пластик попеременный телефон батарея зарядное устройство цветной TFT 65.54 тыс цветов,,
8800350,old,keneksi,105 2,0,0.30 млн пикс. 640x480 1.77 11.6 128x160 166.0 2 SIM-карты 5.0 51.0 51x97x11.6 мм 650.0 97.0 Bluetooth 2.1 USB GSM 900/1800 GSM 900/1800 белый есть есть объемом до 16 Гб моноблок (классический) нет попеременный цветной,,
8800351,new,keneksi,105 2,5190,0.30 млн пикс. 640x480 1.77 11.7 128x160 166.0 2 SIM-карты 5.0 51.2 51.2x97.5x11.7 мм 650.0 84.0 97.5 Bluetooth 3.0 USB GSM 900/1800 GSM 900/1800 есть есть объемом до 16 Гб моноблок (классический) нет попеременный цветной TFT черный,,
8800352,new,keneksi,105 2,7390,0.30 млн пикс. 640x480  1.77 160x128  2 SIM-карты 2 SIM-карты попеременный режим работы 800.0 Bluetooth 2.1  GSM 900/1800 GSM 900/1800 Li-ion MP3 есть есть объемом до 16 Гб  желтый моноблок (классический) навигационная клавиша  попеременный режим работы цветной TFT ,,
8800353,new,maxvi,105 2,8950,0.03 0.30 млн пикс. 640x480 1.77 112.5 1200.0 15.5 160x128 2 SIM-карты 500.0 52.5 52.5x112.5x15.5 мм 7.0 98.0 Bluetooth GSM 900/1800/1900 GSM 900/1800/1900 Li-ion MP3 WAP GPRS есть есть объемом до 16 Гб красный моноблок (классический) пластик попеременный телефон батарея зарядное устройство цветной TFT 65.54 тыс цветов,,
8800354,new,maxvi,105 2,8900,0.0 0.30 млн пикс. 640x480 1.77 112.5 1200.0 15.5 160x128 2 SIM-карты 500.0 52.5 52.5x112.5x15.5 мм 7.0 98.0 Bluetooth GSM 900/1800/1900 GSM 900/1800/1900 WAP GPRS есть есть объемом до 16 Гб моноблок (классический) пластик попеременный синий телефон батарея зарядное устройство цветной TFT 65.54 тыс цветов,,
8800355,old,texet,105 2,0,1.77 110.0 12.5 160x128 2 SIM-карты 45.5 45.5x110x12.5 мм 500.0 88.0 Bluetooth GSM 900/1800 GSM 900/1800 есть объемом до 8 Гб моноблок (классический) нет пластик попеременный попеременный режим работы 2 SIM-карты телефон аккумуляторная батарея зарядное устройство цветной черный,,
10700812,new,electronic arts,132 147 131,22800,,,
10700000,old,microsoft game studios,132 147 131,0,04.11.2010 Microsoft Game Studios Xbox 360 диск для одного игрока меню на русском языке от 3 лет симулятор жизни требуется датчик Kinect,,
10700001,old,little orbit,132 147 131,0,20 октября 2015 20.10.2015 Little Orbit PlayStation 4 аркада диск для одного игрока меню на русском языке от 10 лет,,
10700002,old,maximum games,132 147 131,0,01.03.2016 1 марта 2016 Maximum Games PlayStation 4 action диск для одного игрока не требуется от 17 лет,,
10700003,old,activision,132 147 131,0,26 июня 2012 26.06.2012 Activision PlayStation 3 action для одного игрока от 16 лет поддержка контроллера PS Move полностью на русском языке,,
10700004,old,koei tecmo,132 147 131,0,26 августа 2016 26.08.2016 Koei Tecmo PlayStation 4 action диск для одного игрока кооперативная игра онлайн-мультиплеер от 18 лет,,
10700005,old,ubisoft,132 147 131,0,09 февраля 2016 09.02.2016 PlayStation 4 Ubisoft action диск для одного игрока от 18 лет полностью на русском языке,,
10700006,old,ubisoft,132 147 131,0,12 декабря 2007 12.12.2007 PlayStation 3 Ubisoft action диск для одного игрока от 17 лет полностью на русском языке,,
10700007,old,ubisoft,132 147 131,0,23 октября 2015 23.10.2015 PlayStation 3 Ubisoft action диск для одного игрока не требуется от 18 лет,,
10700008,old,ubisoft,132 147 131,0,17 ноября 2010 17.11.2010 PlayStation 3 Ubisoft action диск для одного игрока от 18 лет,,
10700009,old,ubisoft,132 147 131,0,30 ноября 2012 30.10.2012 PlayStation 3 Ubisoft action диск для одного игрока не требуется от 18 лет полностью на русском языке,,
10700010,old,ubisoft,132 147 131,0,29 октября 2013 11 ноября 2014 29.10.2013 11.11.2014 PlayStation 3 Ubisoft action диск для одного игрока от 18 лет,,
10700011,new,ubisoft,132 147 131,7576,15 ноября 2013 15.11.2013 PlayStation 4 Ubisoft action диск для одного игрока онлайн-мультиплеер от 18 лет полностью на русском языке,,
10700012,new,ubisoft,132 147 131,5459,11 ноября 2014 11.11.2014 PlayStation 4 Ubisoft action диск для одного игрока кооперативная игра от 18 лет полностью на русском языке,,
10700013,new,ubisoft,132 147 131,9759,15 ноября 2016 г. PlayStation 4 Ubisoft action диск для одного игрока не требуется от 18 лет полностью на русском языке,,
10700014,old,ubisoft,132 147 131,0,15 ноября 2016 г. Ubisoft Xbox One action диск для одного игрока не требуется от 18 лет полностью на русском языке,,
10700015,old,telltale games,132 147 131,0,2 августа 2016  PlayStation 3 Telltale Games диск для одного игрока интерактивное кино меню на русском языке от 18 лет,,
10700016,old,nordic games,132 147 131,0,04.11.2013 Nordic Games PlayStation 4 диск для одного игрока не требуется от 12 лет полностью на русском языке стратегия,,
10700017,new,electronic arts,132 147 131,19500, 21 октября 2016 года  21 октября 2016 года[ Electronic Arts PlayStation 4 action диск для одного игрока не требуется онлайн-мультиплеер от 18 лет полностью на русском языке,,
10700018,old,electronic arts,132 147 131,0, 21 октября 2016 года[ Electronic Arts PlayStation 4 Xbox One action диск для одного игрока не требуется онлайн-мультиплеер от 18 лет полностью на русском языке,,
10700019,new,electronic arts,132 147 131,12000,15 ноября 2013  Electronic Arts PlayStation 4 action диск для одного игрока не требуется онлайн-мультиплеер от 18 лет полностью на русском языке,,
10700020,old,2k games,132 147 131,0,16 сентября 2016, 2K Games PlayStation 4 RPG диск для одного игрока не требуется от 18 лет полностью на русском языке,
10700021,old,koei tecmo,132 147 131,0,29 мая 2015 KOEI TECMO GAMES  PlayStation 4 action диск для одного игрока не требуется от 12 лет,,
10700022,new,sony computer entertainment,132 147 131,6990,24 марта 2015 PlayStation 4 RPG Sony Computer Entertainment диск для одного игрока меню на русском языке не требуется онлайн-мультиплеер от 18 лет,,
10700023,old,activision,132 147 131,0,3 ноября 2014 года Activision PlayStation 3 action диск для одного игрока кооперативная игра не требуется онлайн-мультиплеер от 17 лет полностью на русском языке,,
10700024,old,activision,132 147 131,0,9 апреля 2015 Activision Xbox 360 action диск для одного игрока кооперативная игра меню на русском языке не требуется онлайн-мультиплеер от 18 лет,,
10700025,old,activision,132 147 131,0,9 ноября 2010 года Activision PlayStation 3 action диск для одного игрока меню на русском языке не требуется онлайн-мультиплеер от 18 лет,,
10700026,old,activision,132 147 131,0,13 ноября 2012 года Activision PlayStation 3 action диск для одного игрока не требуется онлайн-мультиплеер от 18 лет полностью на русском языке,,
10700027,old,bandai namco entertainment,132 147 131,0,15 июня 2015 Bandai Namco Entertainment PlayStation 4 RPG диск для одного игрока меню на русском языке не требуется онлайн-мультиплеер от 18 лет,,
10700028,old,activision,132 147 131,0,25 июня 2013 Activision PlayStation 4 action диск для одного игрока меню на русском языке не требуется от 17 лет,,
